UserID,ItemID,Rating,DrivingStyle,landscape,mood,naturalphenomena,RoadType,sleepiness,trafficConditions,weather
1002,275,1,NA,NA,NA,NA,highway,NA,NA,NA
1002,273,1,NA,NA,NA,NA,city,NA,NA,NA
1002,676,1,NA,NA,NA,NA,city,NA,NA,NA
1002,251,1,NA,NA,NA,NA,city,NA,NA,NA
1002,683,1,NA,NA,NA,NA,city,NA,NA,NA
1002,737,1,NA,NA,NA,NA,city,NA,NA,NA
1002,730,1,NA,NA,NA,night,NA,NA,NA,NA
1002,716,1,NA,NA,NA,night,NA,NA,NA,NA
1002,727,1,NA,NA,NA,night,NA,NA,NA,NA
1002,714,1,NA,NA,NA,morning,NA,NA,NA,NA
1002,250,1,NA,NA,NA,day time,NA,NA,NA,NA
1002,279,1,NA,NA,NA,day time,NA,NA,NA,NA
1002,760,1,NA,NA,NA,day time,NA,NA,NA,NA
1002,748,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1002,702,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1002,676,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1002,748,1,NA,NA,sad,NA,NA,NA,NA,NA
1002,744,1,NA,NA,sad,NA,NA,NA,NA,NA
1002,760,1,NA,NA,sad,NA,NA,NA,NA,NA
1002,279,1,NA,NA,lazy,NA,NA,NA,NA,NA
1002,744,1,NA,NA,lazy,NA,NA,NA,NA,NA
1002,273,1,NA,NA,happy,NA,NA,NA,NA,NA
1002,676,1,NA,NA,happy,NA,NA,NA,NA,NA
1002,716,1,NA,NA,active,NA,NA,NA,NA,NA
1002,263,1,NA,NA,active,NA,NA,NA,NA,NA
1002,715,1,NA,urban,NA,NA,NA,NA,NA,NA
1002,751,1,NA,urban,NA,NA,NA,NA,NA,NA
1002,273,1,NA,mountains,NA,NA,NA,NA,NA,NA
1002,743,1,NA,mountains,NA,NA,NA,NA,NA,NA
1002,256,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,748,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,719,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,737,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,726,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,690,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,744,1,NA,country side,NA,NA,NA,NA,NA,NA
1002,732,1,NA,coast line,NA,NA,NA,NA,NA,NA
1002,251,1,NA,coast line,NA,NA,NA,NA,NA,NA
1002,743,1,NA,coast line,NA,NA,NA,NA,NA,NA
1002,263,1,NA,coast line,NA,NA,NA,NA,NA,NA
1002,745,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,719,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,683,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,727,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,743,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,275,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,726,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,690,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,760,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,730,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1002,762,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1002,690,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1002,714,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,256,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,748,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,719,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,715,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,745,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,762,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,279,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,273,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,250,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,718,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,251,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,743,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,275,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,744,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,751,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,760,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,730,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,690,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,263,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,727,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,716,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,683,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,737,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,732,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,757,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,702,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,676,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,726,1,NA,NA,NA,NA,NA,NA,NA,NA
1002,295,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,736,1,NA,NA,NA,NA,NA,NA,NA,sunny
1003,269,1,NA,NA,NA,NA,NA,NA,NA,snowing
1003,757,1,NA,NA,NA,NA,NA,NA,NA,rainy
1003,296,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1003,711,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1003,269,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1003,757,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1003,741,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1003,759,1,NA,NA,NA,NA,NA,NA,free road,NA
1003,762,1,NA,NA,NA,NA,NA,NA,free road,NA
1003,257,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1003,257,1,NA,NA,NA,NA,NA,awake,NA,NA
1003,739,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1003,257,1,NA,NA,NA,NA,highway,NA,NA,NA
1003,296,1,NA,NA,NA,NA,highway,NA,NA,NA
1003,736,1,NA,NA,NA,NA,city,NA,NA,NA
1003,757,1,NA,NA,NA,NA,city,NA,NA,NA
1003,271,1,NA,NA,NA,night,NA,NA,NA,NA
1003,739,1,NA,NA,NA,night,NA,NA,NA,NA
1003,296,1,NA,NA,NA,morning,NA,NA,NA,NA
1003,271,1,NA,NA,NA,morning,NA,NA,NA,NA
1003,676,1,NA,NA,NA,morning,NA,NA,NA,NA
1003,759,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1003,676,1,NA,NA,sad,NA,NA,NA,NA,NA
1003,741,1,NA,NA,sad,NA,NA,NA,NA,NA
1003,759,1,NA,NA,lazy,NA,NA,NA,NA,NA
1003,736,1,NA,NA,active,NA,NA,NA,NA,NA
1003,271,1,NA,mountains,NA,NA,NA,NA,NA,NA
1003,762,1,NA,mountains,NA,NA,NA,NA,NA,NA
1003,711,1,NA,country side,NA,NA,NA,NA,NA,NA
1003,739,1,NA,coast line,NA,NA,NA,NA,NA,NA
1003,711,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1003,269,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1003,762,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1003,676,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1003,741,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1003,711,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,757,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,269,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,759,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,762,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,741,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,676,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,296,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,736,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,257,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,271,1,NA,NA,NA,NA,NA,NA,NA,NA
1003,739,1,NA,NA,NA,NA,NA,NA,NA,NA
1004,266,1,NA,NA,NA,NA,NA,NA,NA,sunny
1004,741,1,NA,NA,NA,NA,NA,NA,NA,rainy
1004,741,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1004,741,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1004,266,1,NA,NA,NA,NA,NA,awake,NA,NA
1004,256,1,NA,NA,NA,NA,NA,awake,NA,NA
1004,735,1,NA,NA,NA,day time,NA,NA,NA,NA
1004,701,1,NA,NA,sad,NA,NA,NA,NA,NA
1004,256,1,NA,NA,lazy,NA,NA,NA,NA,NA
1004,701,1,NA,NA,happy,NA,NA,NA,NA,NA
1004,256,1,NA,NA,active,NA,NA,NA,NA,NA
1004,735,1,NA,NA,active,NA,NA,NA,NA,NA
1004,701,1,NA,urban,NA,NA,NA,NA,NA,NA
1004,735,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1004,266,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1004,256,1,NA,NA,NA,NA,NA,NA,NA,NA
1004,266,1,NA,NA,NA,NA,NA,NA,NA,NA
1004,741,1,NA,NA,NA,NA,NA,NA,NA,NA
1004,735,1,NA,NA,NA,NA,NA,NA,NA,NA
1004,701,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,747,1,NA,NA,NA,NA,NA,NA,NA,sunny
1005,269,1,NA,NA,NA,NA,NA,NA,NA,snowing
1005,747,1,NA,NA,NA,NA,NA,NA,NA,snowing
1005,273,1,NA,NA,NA,NA,NA,NA,NA,rainy
1005,732,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1005,748,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1005,279,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1005,264,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1005,700,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1005,721,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1005,279,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1005,708,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1005,758,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1005,250,1,NA,NA,NA,NA,NA,NA,free road,NA
1005,263,1,NA,NA,NA,NA,NA,NA,free road,NA
1005,269,1,NA,NA,NA,NA,NA,NA,free road,NA
1005,279,1,NA,NA,NA,NA,NA,NA,free road,NA
1005,676,1,NA,NA,NA,NA,NA,NA,free road,NA
1005,708,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1005,273,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1005,251,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1005,250,1,NA,NA,NA,NA,NA,awake,NA,NA
1005,700,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1005,687,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1005,287,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1005,262,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1005,732,1,NA,NA,NA,NA,highway,NA,NA,NA
1005,700,1,NA,NA,NA,NA,highway,NA,NA,NA
1005,264,1,NA,NA,NA,NA,highway,NA,NA,NA
1005,262,1,NA,NA,NA,NA,city,NA,NA,NA
1005,708,1,NA,NA,NA,night,NA,NA,NA,NA
1005,262,1,NA,NA,NA,night,NA,NA,NA,NA
1005,250,1,NA,NA,NA,morning,NA,NA,NA,NA
1005,748,1,NA,NA,NA,day time,NA,NA,NA,NA
1005,687,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1005,287,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1005,264,1,NA,NA,NA,afternoon,NA,NA,NA,NA
1005,287,1,NA,NA,sad,NA,NA,NA,NA,NA
1005,748,1,NA,NA,sad,NA,NA,NA,NA,NA
1005,707,1,NA,NA,lazy,NA,NA,NA,NA,NA
1005,758,1,NA,NA,lazy,NA,NA,NA,NA,NA
1005,263,1,NA,NA,happy,NA,NA,NA,NA,NA
1005,737,1,NA,NA,happy,NA,NA,NA,NA,NA
1005,677,1,NA,NA,active,NA,NA,NA,NA,NA
1005,732,1,NA,NA,active,NA,NA,NA,NA,NA
1005,721,1,NA,NA,active,NA,NA,NA,NA,NA
1005,677,1,NA,urban,NA,NA,NA,NA,NA,NA
1005,707,1,NA,urban,NA,NA,NA,NA,NA,NA
1005,747,1,NA,urban,NA,NA,NA,NA,NA,NA
1005,721,1,NA,urban,NA,NA,NA,NA,NA,NA
1005,269,1,NA,mountains,NA,NA,NA,NA,NA,NA
1005,758,1,NA,mountains,NA,NA,NA,NA,NA,NA
1005,251,1,NA,mountains,NA,NA,NA,NA,NA,NA
1005,251,1,NA,coast line,NA,NA,NA,NA,NA,NA
1005,737,1,NA,coast line,NA,NA,NA,NA,NA,NA
1005,707,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1005,676,1,sport driving,NA,NA,NA,NA,NA,NA,NA
1005,677,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1005,263,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1005,273,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1005,687,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1005,676,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1005,737,1,relaxed driving,NA,NA,NA,NA,NA,NA,NA
1005,732,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,273,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,269,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,687,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,748,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,707,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,287,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,700,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,279,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,708,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,677,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,263,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,250,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,758,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,676,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,251,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,737,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,264,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,747,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,262,1,NA,NA,NA,NA,NA,NA,NA,NA
1005,721,1,NA,NA,NA,NA,NA,NA,NA,NA
1006,679,1,NA,NA,NA,NA,NA,NA,NA,sunny
1006,270,1,NA,NA,NA,NA,NA,NA,NA,sunny
1006,282,1,NA,NA,NA,NA,NA,NA,NA,sunny
1006,678,1,NA,NA,NA,NA,NA,NA,NA,sunny
1006,701,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,736,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,286,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,696,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,743,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,271,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,261,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,272,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,250,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,699,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,697,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,253,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,727,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,714,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,276,1,NA,NA,NA,NA,NA,NA,NA,snowing
1006,256,1,NA,NA,NA,NA,NA,NA,NA,rainy
1006,268,1,NA,NA,NA,NA,NA,NA,NA,rainy
1006,691,1,NA,NA,NA,NA,NA,NA,NA,rainy
1006,251,1,NA,NA,NA,NA,NA,NA,NA,rainy
1006,260,1,NA,NA,NA,NA,NA,NA,NA,rainy
1006,267,1,NA,NA,NA,NA,NA,NA,NA,rainy
1006,256,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,264,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,758,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,708,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,681,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,689,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,272,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,709,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,295,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,251,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,727,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,678,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,693,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,285,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,714,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,252,1,NA,NA,NA,NA,NA,NA,NA,cloudy
1006,716,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,754,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,711,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,735,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,725,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,694,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,689,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,719,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,253,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,682,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,280,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,260,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,683,1,NA,NA,NA,NA,NA,NA,traffic jam,NA
1006,680,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,734,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,729,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,696,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,287,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,694,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,249,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,692,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,699,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,251,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,723,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,267,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,686,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,675,1,NA,NA,NA,NA,NA,NA,lots of cars,NA
1006,754,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,266,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,248,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,297,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,760,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,752,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,272,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,728,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,683,1,NA,NA,NA,NA,NA,NA,free road,NA
1006,268,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,254,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,269,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,715,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,248,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,745,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,252,1,NA,NA,NA,NA,NA,sleepy,NA,NA
1006,264,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,269,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,741,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,756,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,271,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,278,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,297,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,691,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,293,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,279,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,282,1,NA,NA,NA,NA,NA,awake,NA,NA
1006,273,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,674,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,729,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,735,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,287,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,710,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,703,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,752,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,761,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,712,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,709,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,714,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,282,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,693,1,NA,NA,NA,NA,serpentine,NA,NA,NA
1006,273,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,748,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,681,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,743,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,754,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,263,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,718,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,250,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,732,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,277,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,280,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,676,1,NA,NA,NA,NA,highway,NA,NA,NA
1006,276,1,NA,NA,NA,NA,highway,NA,NA,NA
