userid,itemid,rating,Time,Location,Companion
1108,tt0181689,1,NA,NA,NA
1108,tt0356910,1,NA,NA,NA
1108,tt3254460,1,NA,NA,NA
1108,tt0319262,1,NA,NA,NA
1108,tt0266543,1,NA,NA,NA
1108,tt0213149,1,NA,NA,NA
1108,tt1657301,1,NA,NA,NA
1108,tt2096673,1,NA,NA,NA
1108,tt0114148,1,NA,NA,NA
1108,tt0110357,1,NA,NA,NA
1108,tt0462538,1,NA,NA,NA
1020,tt1190080,1,NA,NA,NA
1020,tt3254460,1,NA,NA,NA
1020,tt0319262,1,NA,NA,NA
1020,tt3793764,1,NA,NA,NA
1020,tt0800369,1,NA,NA,NA
1020,tt0268380,1,NA,NA,NA
1020,tt0441773,1,NA,NA,NA
1020,tt1453405,1,NA,NA,NA
1020,tt0114148,1,NA,NA,NA
1020,tt0110357,1,NA,NA,NA
1020,tt0382625,1,NA,NA,NA
1020,tt0147800,1,NA,NA,NA
1020,tt1041829,1,NA,NA,NA
1020,tt0120338,1,NA,NA,NA
1020,tt0454876,1,NA,NA,NA
1020,tt3637328,1,NA,NA,NA
1020,tt0266543,1,NA,NA,NA
1020,tt2251217,1,NA,NA,NA
1020,tt4052394,1,NA,NA,NA
1003,tt0454876,1,NA,NA,NA
1003,tt0120912,1,NA,NA,NA
1003,tt3793764,1,NA,NA,NA
1003,tt0114148,1,NA,NA,NA
1003,tt0110357,1,NA,NA,NA
1003,tt0109830,1,NA,NA,NA
1003,tt1707386,1,NA,NA,NA
1003,tt0120338,1,NA,NA,NA
1003,tt0088763,1,NA,NA,NA
1003,tt0133093,1,NA,NA,NA
1003,tt1099212,1,NA,NA,NA
1003,tt0462538,1,NA,NA,NA
1003,tt0378194,1,NA,NA,NA
1003,tt1291150,1,NA,NA,NA
1003,tt0454876,1,Weekday,Cinema,Alone
1003,tt0120912,1,Weekday,Cinema,Alone
1003,tt3793764,1,Weekday,Cinema,Alone
1003,tt0114148,1,Weekday,Cinema,Alone
1003,tt0110357,1,Weekday,Cinema,Alone
1003,tt0109830,1,Weekday,Cinema,Alone
1003,tt1707386,1,Weekday,Cinema,Alone
1003,tt0120338,1,Weekday,Cinema,Alone
1003,tt0088763,1,Weekday,Cinema,Alone
1003,tt0133093,1,Weekday,Cinema,Alone
1003,tt1099212,1,Weekday,Cinema,Alone
1003,tt0454876,1,Weekday,Home,Family
1003,tt0120912,1,Weekday,Home,Family
1003,tt3793764,1,Weekday,Home,Family
1003,tt0114148,1,Weekday,Home,Family
1003,tt0110357,1,Weekday,Home,Family
1003,tt0109830,1,Weekday,Home,Family
1003,tt1707386,1,Weekday,Home,Family
1003,tt0120338,1,Weekday,Home,Family
1003,tt0088763,1,Weekday,Home,Family
1003,tt0133093,1,Weekday,Home,Family
1003,tt1099212,1,Weekday,Home,Family
1003,tt0462538,1,Weekday,Home,Alone
1003,tt0378194,1,Weekday,Home,Alone
1003,tt1291150,1,Weekday,Home,Alone
1003,tt0462538,1,Weekday,Home,Family
1003,tt0378194,1,Weekday,Home,Family
1003,tt1291150,1,Weekday,Home,Family
1019,tt0454876,1,NA,NA,NA
1019,tt0319262,1,NA,NA,NA
1019,tt0266543,1,NA,NA,NA
1019,tt0268380,1,NA,NA,NA
1019,tt0110357,1,NA,NA,NA
1019,tt0114369,1,NA,NA,NA
1019,tt0088763,1,NA,NA,NA
1019,tt1375666,1,NA,NA,NA
1019,tt0945513,1,NA,NA,NA
1019,tt0133093,1,NA,NA,NA
1019,tt1055369,1,NA,NA,NA
1019,tt0454848,1,NA,NA,NA
1019,tt0378194,1,NA,NA,NA
1019,tt0944835,1,NA,NA,NA
1046,tt0378194,1,NA,NA,NA
1046,tt0111161,1,NA,NA,NA
1046,tt3510098,1,NA,NA,NA
1046,tt1375666,1,NA,NA,NA
1046,tt0110475,1,NA,NA,NA
1046,tt0413267,1,NA,NA,NA
1046,tt0362165,1,NA,NA,NA
1046,tt1291150,1,NA,NA,NA
1046,tt0378194,1,Weekday,Home,Alone
1046,tt0111161,1,Weekday,Home,Alone
1046,tt3510098,1,Weekday,Home,Alone
1046,tt1375666,1,Weekday,Home,Alone
1046,tt0110475,1,Weekday,Home,Alone
1046,tt0378194,1,Weekday,Cinema,Alone
1046,tt0111161,1,Weekday,Cinema,Alone
1046,tt3510098,1,Weekday,Cinema,Alone
1046,tt1375666,1,Weekday,Cinema,Alone
1046,tt0110475,1,Weekday,Cinema,Alone
1046,tt0378194,1,Weekend,Home,Partner
1046,tt0111161,1,Weekend,Home,Partner
1046,tt3510098,1,Weekend,Home,Partner
1046,tt1375666,1,Weekend,Home,Partner
1046,tt0110475,1,Weekend,Home,Partner
1046,tt0413267,1,Weekend,Cinema,Alone
1046,tt0362165,1,Weekend,Cinema,Alone
1046,tt1291150,1,Weekend,Cinema,Alone
1046,tt0413267,1,Weekday,Home,Family
1046,tt0362165,1,Weekday,Home,Family
1046,tt1291150,1,Weekday,Home,Family
1046,tt0413267,1,Weekend,Cinema,Family
1046,tt0362165,1,Weekend,Cinema,Family
1046,tt1291150,1,Weekend,Cinema,Family
1067,tt0356910,1,NA,NA,NA
1067,tt3793764,1,NA,NA,NA
1067,tt0111161,1,NA,NA,NA
1067,tt0120338,1,NA,NA,NA
1067,tt1099212,1,NA,NA,NA
1067,tt0462538,1,NA,NA,NA
1067,tt0378194,1,NA,NA,NA
1067,tt1632708,1,NA,NA,NA
1067,tt0356910,1,Weekday,Cinema,Partner
1067,tt3793764,1,Weekday,Cinema,Partner
1067,tt0111161,1,Weekday,Cinema,Partner
1067,tt0120338,1,Weekday,Cinema,Partner
1067,tt1099212,1,Weekday,Cinema,Partner
1067,tt0356910,1,Weekend,Cinema,Partner
1067,tt3793764,1,Weekend,Cinema,Partner
1067,tt0111161,1,Weekend,Cinema,Partner
1067,tt0120338,1,Weekend,Cinema,Partner
1067,tt1099212,1,Weekend,Cinema,Partner
1067,tt0356910,1,Weekend,Home,Partner
1067,tt3793764,1,Weekend,Home,Partner
1067,tt0111161,1,Weekend,Home,Partner
1067,tt0120338,1,Weekend,Home,Partner
1067,tt1099212,1,Weekend,Home,Partner
1067,tt0462538,1,Weekend,Cinema,Family
1067,tt0378194,1,Weekend,Cinema,Family
1067,tt1632708,1,Weekend,Cinema,Family
1067,tt0462538,1,Weekday,Cinema,Partner
1067,tt0378194,1,Weekday,Cinema,Partner
1067,tt1632708,1,Weekday,Cinema,Partner
1067,tt0462538,1,Weekend,Cinema,Partner
1067,tt0378194,1,Weekend,Cinema,Partner
1067,tt1632708,1,Weekend,Cinema,Partner
1018,tt0110357,1,NA,NA,NA
1018,tt0111161,1,NA,NA,NA
1018,tt0169547,1,NA,NA,NA
1018,tt0367594,1,NA,NA,NA
1018,tt0133093,1,NA,NA,NA
1018,tt0120338,1,NA,NA,NA
1018,tt1291150,1,NA,NA,NA
1018,tt1099212,1,NA,NA,NA
1018,tt0110357,1,Weekend,Home,Family
1018,tt0111161,1,Weekend,Home,Family
1018,tt0169547,1,Weekend,Home,Family
1018,tt0367594,1,Weekend,Home,Family
1018,tt0133093,1,Weekend,Home,Family
1018,tt0110357,1,Weekday,Cinema,Partner
1018,tt0111161,1,Weekday,Cinema,Partner
1018,tt0169547,1,Weekday,Cinema,Partner
1018,tt0367594,1,Weekday,Cinema,Partner
1018,tt0133093,1,Weekday,Cinema,Partner
1018,tt0120338,1,Weekend,Home,Alone
1018,tt1291150,1,Weekend,Home,Alone
1018,tt1099212,1,Weekend,Home,Alone
1018,tt0120338,1,Weekend,Home,Family
1018,tt1291150,1,Weekend,Home,Family
1018,tt1099212,1,Weekend,Home,Family
1007,tt0319262,1,NA,NA,NA
1007,tt0441773,1,NA,NA,NA
1007,tt0232500,1,NA,NA,NA
1007,tt0343660,1,NA,NA,NA
1007,tt1055369,1,NA,NA,NA
1007,tt1190080,1,NA,NA,NA
1007,tt3254460,1,NA,NA,NA
1007,tt2574698,1,NA,NA,NA
1007,tt0319262,1,Weekday,Home,Family
1007,tt0441773,1,Weekday,Home,Family
1007,tt0232500,1,Weekday,Home,Family
1007,tt0343660,1,Weekday,Home,Family
1007,tt1055369,1,Weekday,Home,Family
1007,tt0319262,1,Weekend,Home,Family
1007,tt0441773,1,Weekend,Home,Family
1007,tt0232500,1,Weekend,Home,Family
1007,tt0343660,1,Weekend,Home,Family
1007,tt1055369,1,Weekend,Home,Family
1007,tt1190080,1,Weekday,Home,Alone
1007,tt3254460,1,Weekday,Home,Alone
1007,tt2574698,1,Weekday,Home,Alone
1007,tt1190080,1,Weekday,Cinema,Family
1007,tt3254460,1,Weekday,Cinema,Family
1007,tt2574698,1,Weekday,Cinema,Family
1009,tt0454876,1,NA,NA,NA
1009,tt0181689,1,NA,NA,NA
1009,tt1453405,1,NA,NA,NA
1009,tt0993846,1,NA,NA,NA
1009,tt0211915,1,NA,NA,NA
1009,tt3637328,1,NA,NA,NA
1009,tt3793764,1,NA,NA,NA
1009,tt1099212,1,NA,NA,NA
1009,tt0454876,1,Weekday,Cinema,Partner
1009,tt0181689,1,Weekday,Cinema,Partner
1009,tt1453405,1,Weekday,Cinema,Partner
1009,tt0993846,1,Weekday,Cinema,Partner
1009,tt0211915,1,Weekday,Cinema,Partner
1009,tt0454876,1,Weekend,Cinema,Partner
1009,tt0181689,1,Weekend,Cinema,Partner
1009,tt1453405,1,Weekend,Cinema,Partner
1009,tt0993846,1,Weekend,Cinema,Partner
1009,tt0211915,1,Weekend,Cinema,Partner
1009,tt3637328,1,Weekend,Home,Family
1009,tt3793764,1,Weekend,Home,Family
1009,tt1099212,1,Weekend,Home,Family
1009,tt3637328,1,Weekend,Cinema,Partner
1009,tt3793764,1,Weekend,Cinema,Partner
1009,tt1099212,1,Weekend,Cinema,Partner
1048,tt1190080,1,NA,NA,NA
1048,tt1369829,1,NA,NA,NA
1048,tt0454876,1,NA,NA,NA
1048,tt0181689,1,NA,NA,NA
1048,tt0120912,1,NA,NA,NA
1048,tt0356910,1,NA,NA,NA
1048,tt3637328,1,NA,NA,NA
1048,tt0213149,1,NA,NA,NA
1048,tt1190080,1,Weekday,Home,Family
1048,tt1369829,1,Weekday,Home,Family
1048,tt0454876,1,Weekday,Home,Family
1048,tt0181689,1,Weekday,Home,Family
1048,tt0120912,1,Weekday,Home,Family
1048,tt1190080,1,Weekend,Cinema,Partner
1048,tt1369829,1,Weekend,Cinema,Partner
1048,tt0454876,1,Weekend,Cinema,Partner
1048,tt0181689,1,Weekend,Cinema,Partner
1048,tt0120912,1,Weekend,Cinema,Partner
1048,tt0356910,1,Weekend,Cinema,Family
1048,tt3637328,1,Weekend,Cinema,Family
1048,tt0213149,1,Weekend,Cinema,Family
1048,tt0356910,1,Weekend,Home,Partner
1048,tt3637328,1,Weekend,Home,Partner
1048,tt0213149,1,Weekend,Home,Partner
1057,tt1637706,1,NA,NA,NA
1057,tt0378194,1,NA,NA,NA
1057,tt0376541,1,NA,NA,NA
1057,tt0088763,1,NA,NA,NA
1057,tt0133093,1,NA,NA,NA
1057,tt0120912,1,NA,NA,NA
1057,tt4411490,1,NA,NA,NA
1057,tt0362165,1,NA,NA,NA
1057,tt0343660,1,NA,NA,NA
1057,tt0816199,1,NA,NA,NA
1057,tt1637706,1,Weekend,Cinema,Family
1057,tt0378194,1,Weekend,Cinema,Family
1057,tt0376541,1,Weekend,Cinema,Family
1057,tt0088763,1,Weekend,Cinema,Family
1057,tt0133093,1,Weekend,Cinema,Family
1057,tt1637706,1,Weekday,Cinema,Partner
1057,tt0378194,1,Weekday,Cinema,Partner
1057,tt0376541,1,Weekday,Cinema,Partner
1057,tt0088763,1,Weekday,Cinema,Partner
1057,tt0133093,1,Weekday,Cinema,Partner
1057,tt1637706,1,Weekend,Cinema,Partner
1057,tt0378194,1,Weekend,Cinema,Partner
1057,tt0376541,1,Weekend,Cinema,Partner
1057,tt0088763,1,Weekend,Cinema,Partner
1057,tt0133093,1,Weekend,Cinema,Partner
1057,tt0120912,1,Weekend,Home,Family
1057,tt4411490,1,Weekend,Home,Family
1057,tt0362165,1,Weekend,Home,Family
1057,tt0343660,1,Weekend,Home,Family
1057,tt0816199,1,Weekend,Home,Family
1057,tt0120912,1,Weekday,Cinema,Family
1057,tt4411490,1,Weekday,Cinema,Family
1057,tt0362165,1,Weekday,Cinema,Family
1057,tt0343660,1,Weekday,Cinema,Family
1057,tt0816199,1,Weekday,Cinema,Family
1057,tt0120912,1,Weekend,Cinema,Family
1057,tt4411490,1,Weekend,Cinema,Family
1057,tt0362165,1,Weekend,Cinema,Family
1057,tt0343660,1,Weekend,Cinema,Family
1057,tt0816199,1,Weekend,Cinema,Family
1030,tt0454876,1,NA,NA,NA
1030,tt3793764,1,NA,NA,NA
1030,tt0268380,1,NA,NA,NA
1030,tt0138097,1,NA,NA,NA
1030,tt3510098,1,NA,NA,NA
1030,ttnanana1,1,NA,NA,NA
1030,tt0993846,1,NA,NA,NA
1030,tt0110475,1,NA,NA,NA
1030,tt0454876,1,Weekday,Home,Alone
1030,tt3793764,1,Weekday,Home,Alone
1030,tt0268380,1,Weekday,Home,Alone
1030,tt0138097,1,Weekday,Home,Alone
1030,tt3510098,1,Weekday,Home,Alone
1030,tt0454876,1,Weekday,Cinema,Family
1030,tt3793764,1,Weekday,Cinema,Family
1030,tt0268380,1,Weekday,Cinema,Family
1030,tt0138097,1,Weekday,Cinema,Family
1030,tt3510098,1,Weekday,Cinema,Family
1030,tt0454876,1,Weekday,Home,Partner
1030,tt3793764,1,Weekday,Home,Partner
1030,tt0268380,1,Weekday,Home,Partner
1030,tt0138097,1,Weekday,Home,Partner
1030,tt3510098,1,Weekday,Home,Partner
1030,ttnanana1,1,Weekday,Home,Alone
1030,tt0993846,1,Weekday,Home,Alone
1030,tt0110475,1,Weekday,Home,Alone
1030,ttnanana1,1,Weekend,Home,Alone
1030,tt0993846,1,Weekend,Home,Alone
1030,tt0110475,1,Weekend,Home,Alone
1030,ttnanana1,1,Weekend,Cinema,Family
1030,tt0993846,1,Weekend,Cinema,Family
1030,tt0110475,1,Weekend,Cinema,Family
1094,tt1369829,1,NA,NA,NA
1094,tt0181689,1,NA,NA,NA
1094,tt0120912,1,NA,NA,NA
1094,tt0356910,1,NA,NA,NA
1094,tt1657301,1,NA,NA,NA
1094,tt3793764,1,NA,NA,NA
1094,tt0462538,1,NA,NA,NA
1094,tt1232829,1,NA,NA,NA
1094,ttnanana1,1,NA,NA,NA
1094,tt0405422,1,NA,NA,NA
1094,tt1596343,1,NA,NA,NA
1094,tt0114369,1,NA,NA,NA
1094,tt0232500,1,NA,NA,NA
1094,tt0293662,1,NA,NA,NA
1094,tt0169547,1,NA,NA,NA
1094,tt1478338,1,NA,NA,NA
1094,tt1375666,1,NA,NA,NA
1094,tt0289879,1,NA,NA,NA
1094,tt0133093,1,NA,NA,NA
1094,tt0382625,1,NA,NA,NA
1094,tt1133985,1,NA,NA,NA
1094,ttnanana2,1,NA,NA,NA
1107,tt1190080,1,NA,NA,NA
1107,tt1657301,1,NA,NA,NA
1107,tt0413267,1,NA,NA,NA
1107,tt1232829,1,NA,NA,NA
1107,tt1632708,1,NA,NA,NA
1107,tt0120338,1,NA,NA,NA
1107,tt2557490,1,NA,NA,NA
1107,tt1499658,1,NA,NA,NA
1107,tt0343660,1,NA,NA,NA
1107,tt1190080,1,Weekend,Cinema,Alone
1107,tt1657301,1,Weekend,Cinema,Alone
1107,tt0413267,1,Weekend,Cinema,Alone
1107,tt1232829,1,Weekend,Cinema,Alone
1107,tt1632708,1,Weekend,Cinema,Alone
1107,tt0120338,1,Weekend,Cinema,Alone
1107,tt1190080,1,Weekend,Cinema,Partner
1107,tt1657301,1,Weekend,Cinema,Partner
1107,tt0413267,1,Weekend,Cinema,Partner
1107,tt1232829,1,Weekend,Cinema,Partner
1107,tt1632708,1,Weekend,Cinema,Partner
1107,tt0120338,1,Weekend,Cinema,Partner
1107,tt1190080,1,Weekend,Home,Partner
1107,tt1657301,1,Weekend,Home,Partner
1107,tt0413267,1,Weekend,Home,Partner
1107,tt1232829,1,Weekend,Home,Partner
1107,tt1632708,1,Weekend,Home,Partner
1107,tt0120338,1,Weekend,Home,Partner
1107,tt2557490,1,Weekend,Cinema,Alone
1107,tt1499658,1,Weekend,Cinema,Alone
1107,tt0343660,1,Weekend,Cinema,Alone
1107,tt2557490,1,Weekend,Cinema,Partner
1107,tt1499658,1,Weekend,Cinema,Partner
1107,tt0343660,1,Weekend,Cinema,Partner
1107,tt2557490,1,Weekday,Home,Partner
1107,tt1499658,1,Weekday,Home,Partner
1107,tt0343660,1,Weekday,Home,Partner
1066,tt0120912,1,NA,NA,NA
1066,tt1657301,1,NA,NA,NA
1066,tt0211915,1,NA,NA,NA
1066,tt1478338,1,NA,NA,NA
1066,tt0133093,1,NA,NA,NA
1066,tt4411490,1,NA,NA,NA
1066,tt0232500,1,NA,NA,NA
1066,tt0993846,1,NA,NA,NA
1066,tt1707386,1,NA,NA,NA
1066,tt4052394,1,NA,NA,NA
1066,tt0120912,1,Weekend,Home,Family
1066,tt1657301,1,Weekend,Home,Family
1066,tt0211915,1,Weekend,Home,Family
1066,tt1478338,1,Weekend,Home,Family
1066,tt0133093,1,Weekend,Home,Family
1066,tt0120912,1,Weekday,Cinema,Family
1066,tt1657301,1,Weekday,Cinema,Family
1066,tt0211915,1,Weekday,Cinema,Family
1066,tt1478338,1,Weekday,Cinema,Family
1066,tt0133093,1,Weekday,Cinema,Family
1066,tt0120912,1,Weekday,Home,Partner
1066,tt1657301,1,Weekday,Home,Partner
1066,tt0211915,1,Weekday,Home,Partner
1066,tt1478338,1,Weekday,Home,Partner
1066,tt0133093,1,Weekday,Home,Partner
1066,tt4411490,1,Weekday,Cinema,Family
1066,tt0232500,1,Weekday,Cinema,Family
1066,tt0993846,1,Weekday,Cinema,Family
1066,tt1707386,1,Weekday,Cinema,Family
1066,tt4052394,1,Weekday,Cinema,Family
1066,tt4411490,1,Weekend,Cinema,Family
1066,tt0232500,1,Weekend,Cinema,Family
1066,tt0993846,1,Weekend,Cinema,Family
1066,tt1707386,1,Weekend,Cinema,Family
1066,tt4052394,1,Weekend,Cinema,Family
1066,tt4411490,1,Weekday,Home,Partner
1066,tt0232500,1,Weekday,Home,Partner
1066,tt0993846,1,Weekday,Home,Partner
1066,tt1707386,1,Weekday,Home,Partner
1066,tt4052394,1,Weekday,Home,Partner
1122,tt0319262,1,NA,NA,NA
1122,tt0441773,1,NA,NA,NA
1122,tt2557490,1,NA,NA,NA
1122,tt0120338,1,NA,NA,NA
1122,tt4052394,1,NA,NA,NA
1122,tt0293662,1,NA,NA,NA
1122,tt0147800,1,NA,NA,NA
1122,tt1099212,1,NA,NA,NA
1122,tt0319262,1,Weekend,Cinema,Alone
1122,tt0441773,1,Weekend,Cinema,Alone
1122,tt2557490,1,Weekend,Cinema,Alone
1122,tt0120338,1,Weekend,Cinema,Alone
1122,tt4052394,1,Weekend,Cinema,Alone
1122,tt0319262,1,Weekday,Cinema,Family
1122,tt0441773,1,Weekday,Cinema,Family
1122,tt2557490,1,Weekday,Cinema,Family
1122,tt0120338,1,Weekday,Cinema,Family
1122,tt4052394,1,Weekday,Cinema,Family
1122,tt0319262,1,Weekend,Cinema,Partner
1122,tt0441773,1,Weekend,Cinema,Partner
1122,tt2557490,1,Weekend,Cinema,Partner
1122,tt0120338,1,Weekend,Cinema,Partner
1122,tt4052394,1,Weekend,Cinema,Partner
1122,tt0293662,1,Weekend,Cinema,Alone
1122,tt0147800,1,Weekend,Cinema,Alone
1122,tt1099212,1,Weekend,Cinema,Alone
1122,tt0293662,1,Weekday,Cinema,Family
1122,tt0147800,1,Weekday,Cinema,Family
1122,tt1099212,1,Weekday,Cinema,Family
1122,tt0293662,1,Weekend,Cinema,Partner
1122,tt0147800,1,Weekend,Cinema,Partner
1122,tt1099212,1,Weekend,Cinema,Partner
1074,tt0356910,1,NA,NA,NA
1074,tt1657301,1,NA,NA,NA
1074,tt2251217,1,NA,NA,NA
1074,tt0114369,1,NA,NA,NA
1074,tt0993846,1,NA,NA,NA
1074,tt1375666,1,NA,NA,NA
1074,tt0213149,1,NA,NA,NA
1074,tt0343660,1,NA,NA,NA
1074,tt1564367,1,NA,NA,NA
1074,tt1041829,1,NA,NA,NA
1074,tt0356910,1,Weekday,Cinema,Alone
1074,tt1657301,1,Weekday,Cinema,Alone
1074,tt2251217,1,Weekday,Cinema,Alone
1074,tt0114369,1,Weekday,Cinema,Alone
1074,tt0993846,1,Weekday,Cinema,Alone
1074,tt1375666,1,Weekday,Cinema,Alone
1074,tt0356910,1,Weekday,Cinema,Family
1074,tt1657301,1,Weekday,Cinema,Family
1074,tt2251217,1,Weekday,Cinema,Family
1074,tt0114369,1,Weekday,Cinema,Family
1074,tt0993846,1,Weekday,Cinema,Family
1074,tt1375666,1,Weekday,Cinema,Family
1074,tt0356910,1,Weekday,Cinema,Partner
1074,tt1657301,1,Weekday,Cinema,Partner
1074,tt2251217,1,Weekday,Cinema,Partner
1074,tt0114369,1,Weekday,Cinema,Partner
1074,tt0993846,1,Weekday,Cinema,Partner
1074,tt1375666,1,Weekday,Cinema,Partner
1074,tt0213149,1,Weekend,Home,Alone
1074,tt0343660,1,Weekend,Home,Alone
1074,tt1564367,1,Weekend,Home,Alone
1074,tt1041829,1,Weekend,Home,Alone
1074,tt0213149,1,Weekend,Cinema,Family
1074,tt0343660,1,Weekend,Cinema,Family
1074,tt1564367,1,Weekend,Cinema,Family
1074,tt1041829,1,Weekend,Cinema,Family
1074,tt0213149,1,Weekend,Cinema,Partner
1074,tt0343660,1,Weekend,Cinema,Partner
1074,tt1564367,1,Weekend,Cinema,Partner
1074,tt1041829,1,Weekend,Cinema,Partner
1040,tt0454876,1,NA,NA,NA
1040,tt1657301,1,NA,NA,NA
1040,tt0266543,1,NA,NA,NA
1040,tt1232829,1,NA,NA,NA
1040,tt0111161,1,NA,NA,NA
1040,tt0211915,1,NA,NA,NA
1040,tt0319262,1,NA,NA,NA
1040,tt0114148,1,NA,NA,NA
1040,ttnanana1,1,NA,NA,NA
1040,tt0454876,1,Weekend,Cinema,Alone
1040,tt1657301,1,Weekend,Cinema,Alone
1040,tt0266543,1,Weekend,Cinema,Alone
1040,tt1232829,1,Weekend,Cinema,Alone
1040,tt0111161,1,Weekend,Cinema,Alone
1040,tt0211915,1,Weekend,Cinema,Alone
1040,tt0454876,1,Weekend,Cinema,Family
1040,tt1657301,1,Weekend,Cinema,Family
1040,tt0266543,1,Weekend,Cinema,Family
1040,tt1232829,1,Weekend,Cinema,Family
1040,tt0111161,1,Weekend,Cinema,Family
1040,tt0211915,1,Weekend,Cinema,Family
1040,tt0454876,1,Weekday,Cinema,Partner
1040,tt1657301,1,Weekday,Cinema,Partner
1040,tt0266543,1,Weekday,Cinema,Partner
1040,tt1232829,1,Weekday,Cinema,Partner
1040,tt0111161,1,Weekday,Cinema,Partner
1040,tt0211915,1,Weekday,Cinema,Partner
1040,tt0319262,1,Weekend,Home,Family
1040,tt0114148,1,Weekend,Home,Family
1040,ttnanana1,1,Weekend,Home,Family
1040,tt0319262,1,Weekday,Cinema,Partner
1040,tt0114148,1,Weekday,Cinema,Partner
1040,ttnanana1,1,Weekday,Cinema,Partner
1040,tt0319262,1,Weekday,Home,Partner
1040,tt0114148,1,Weekday,Home,Partner
1040,ttnanana1,1,Weekday,Home,Partner
1059,tt0114369,1,NA,NA,NA
1059,tt0382625,1,NA,NA,NA
1059,tt0993846,1,NA,NA,NA
1059,tt0211915,1,NA,NA,NA
1059,tt0169547,1,NA,NA,NA
