user,item,rating,region:cluster1,region:na
8617,h:5329,1,1,0
11529,h:22933,1,1,0
11144,h:39000,1,1,0
2225,h:1,1,1,0
13094,h:738,1,1,0
17446,h:528,1,1,0
5132,h:1740,1,1,0
12023,h:8362,1,1,0
3191,h:156,1,1,0
2691,h:3469,1,1,0
17118,h:11100,1,1,0
17530,h:2360,1,1,0
14247,h:6782,1,1,0
17839,h:754,1,1,0
5140,h:5233,1,1,0
12361,h:371,1,1,0
4604,h:29223,1,1,0
17392,h:26701,1,1,0
17803,h:424,1,1,0
12658,h:17788,1,1,0
2302,h:507,1,1,0
13886,h:23870,1,1,0
125,h:2610,1,1,0
4463,h:742,1,1,0
12839,h:13310,1,1,0
12629,h:26716,1,1,0
17986,h:28062,1,1,0
11208,h:7872,1,1,0
16594,h:25840,1,1,0
16564,h:9640,1,1,0
13145,h:3192,1,1,0
7391,h:4775,1,1,0
1872,h:102,1,1,0
16334,h:22247,1,1,0
3211,h:2014,1,1,0
8421,h:31603,1,1,0
8429,h:36243,1,1,0
13569,h:40745,1,1,0
10323,h:12920,1,1,0
16110,h:1212,1,1,0
9944,h:35898,1,1,0
15979,h:142,1,1,0
4531,h:4224,1,1,0
4368,h:10828,1,1,0
5814,h:32193,1,1,0
2744,h:10228,1,1,0
56,h:1437,1,1,0
7715,h:35243,1,1,0
13282,h:319,1,1,0
6711,h:97,1,1,0
17032,h:1718,1,1,0
1887,h:6472,1,1,0
11529,h:16986,1,1,0
2518,h:2131,1,1,0
9533,h:7492,1,1,0
864,h:11490,1,1,0
5098,h:27520,1,1,0
4739,h:1236,1,1,0
4077,h:6492,1,1,0
5999,h:23133,1,1,0
13202,h:6239,1,1,0
9807,h:9232,1,1,0
9708,h:1217,1,1,0
3163,h:2615,1,1,0
11070,h:25717,1,1,0
450,h:86,1,1,0
17554,h:520,1,1,0
14778,h:865,1,1,0
8320,h:158,1,1,0
2771,h:7574,1,1,0
406,h:4532,1,1,0
15923,h:40000,1,1,0
10941,h:2749,1,1,0
16727,h:42409,1,1,0
11626,h:7549,1,1,0
7533,h:428,1,1,0
14718,h:1177,1,1,0
2885,h:597,1,1,0
4357,h:768,1,1,0
6864,h:34012,1,1,0
14797,h:9557,1,1,0
16765,h:391,1,1,0
11044,h:4708,1,1,0
15017,h:20465,1,1,0
14291,h:41156,1,1,0
16988,h:5764,1,1,0
3328,h:873,1,1,0
12330,h:15491,1,1,0
1213,h:1802,1,1,0
8750,h:26903,1,1,0
16700,h:359,1,1,0
4284,h:21219,1,1,0
6112,h:10621,1,1,0
12175,h:2758,1,1,0
2028,h:12484,1,1,0
1664,h:8159,1,1,0
11451,h:10224,1,1,0
10582,h:7569,1,1,0
3560,h:141,1,1,0
1927,h:7141,1,1,0
12979,h:786,1,1,0
3529,h:348,1,1,0
16937,h:2686,1,1,0
4398,h:28638,1,1,0
14219,h:13994,1,1,0
2467,h:21769,1,1,0
8754,h:7889,1,1,0
16243,h:145,1,1,0
1941,h:9893,1,1,0
14573,h:15087,1,1,0
502,h:4427,1,1,0
10997,h:444,1,1,0
2657,h:6171,1,1,0
14626,h:630,1,1,0
326,h:19,1,1,0
3950,h:20855,1,1,0
12420,h:22363,1,1,0
5318,h:13993,1,1,0
1636,h:17323,1,1,0
16761,h:2536,1,1,0
5464,h:26702,1,1,0
2656,h:22677,1,1,0
7470,h:20341,1,1,0
17348,h:2621,1,1,0
11904,h:1206,1,1,0
12679,h:40122,1,1,0
4967,h:25659,1,1,0
15157,h:10508,1,1,0
8969,h:13583,1,1,0
12229,h:502,1,1,0
4768,h:1362,1,1,0
7661,h:1945,1,1,0
2135,h:20277,1,1,0
10132,h:260,1,1,0
11743,h:5,1,1,0
16984,h:2436,1,1,0
11226,h:39085,1,1,0
16677,h:42389,1,1,0
6205,h:5464,1,1,0
2587,h:22384,1,1,0
2697,h:773,1,1,0
11371,h:3448,1,1,0
11267,h:515,1,1,0
2741,h:13428,1,1,0
17644,h:6030,1,1,0
1514,h:853,1,1,0
10981,h:38884,1,1,0
5357,h:14167,1,1,0
281,h:2520,1,1,0
12327,h:6503,1,1,0
15526,h:33814,1,1,0
2013,h:19595,1,1,0
14801,h:1382,1,1,0
320,h:5539,1,1,0
7552,h:846,1,1,0
17010,h:34967,1,1,0
10471,h:4910,1,1,0
13437,h:40668,1,1,0
3105,h:24433,1,1,0
3593,h:11,1,1,0
14834,h:246,1,1,0
298,h:249,1,1,0
7723,h:734,1,1,0
8863,h:26382,1,1,0
5882,h:29,1,1,0
11349,h:13075,1,1,0
10850,h:156,1,1,0
16237,h:38418,1,1,0
4682,h:162,1,1,0
17248,h:235,1,1,0
5768,h:32097,1,1,0
11070,h:6889,1,1,0
3989,h:27458,1,1,0
3703,h:18851,1,1,0
7955,h:30826,1,1,0
5778,h:1837,1,1,0
104,h:246,1,1,0
11488,h:6205,1,1,0
15700,h:1342,1,1,0
2870,h:8674,1,1,0
922,h:12090,1,1,0
13060,h:9048,1,1,0
5203,h:1444,1,1,0
7121,h:14442,1,1,0
17918,h:1261,1,1,0
16226,h:2520,1,1,0
17633,h:42811,1,1,0
5736,h:405,1,1,0
17123,h:16371,1,1,0
14307,h:424,1,1,0
1311,h:15225,1,1,0
10723,h:445,1,1,0
11098,h:35688,1,1,0
14246,h:2224,1,1,0
14263,h:15471,1,1,0
7311,h:12996,1,1,0
9974,h:11822,1,1,0
15530,h:162,1,1,0
12246,h:23955,1,1,0
17957,h:42970,1,1,0
9371,h:1523,1,1,0
17751,h:3190,1,1,0
10971,h:4444,1,1,0
14121,h:7535,1,1,0
111,h:2442,1,1,0
4180,h:10480,1,1,0
14718,h:27307,1,1,0
17954,h:2258,1,1,0
285,h:5072,1,1,0
7583,h:3620,1,1,0
12359,h:846,1,1,0
161,h:260,1,1,0
6108,h:25368,1,1,0
7798,h:2688,1,1,0
11827,h:28798,1,1,0
15561,h:6358,1,1,0
16474,h:40951,1,1,0
10625,h:2803,1,1,0
14800,h:493,1,1,0
16361,h:15402,1,1,0
7637,h:20599,1,1,0
12256,h:20651,1,1,0
4502,h:8841,1,1,0
13422,h:2670,1,1,0
10074,h:1209,1,1,0
17321,h:3320,1,1,0
14209,h:38551,1,1,0
8169,h:4539,1,1,0
12619,h:3217,1,1,0
1298,h:5041,1,1,0
4427,h:507,1,1,0
2374,h:21384,1,1,0
7053,h:686,1,1,0
8318,h:12541,1,1,0
17807,h:397,1,1,0
10754,h:23962,1,1,0
13642,h:2825,1,1,0
10628,h:260,1,1,0
13945,h:40976,1,1,0
1616,h:3637,1,1,0
9085,h:796,1,1,0
14049,h:1012,1,1,0
16434,h:4033,1,1,0
16271,h:5615,1,1,0
11532,h:451,1,1,0
7867,h:23391,1,1,0
15421,h:2824,1,1,0
3933,h:3776,1,1,0
10081,h:15640,1,1,0
2155,h:13440,1,1,0
7425,h:2068,1,1,0
14445,h:1768,1,1,0
12690,h:12774,1,1,0
15575,h:4912,1,1,0
7986,h:15725,1,1,0
5902,h:876,1,1,0
7364,h:10640,1,1,0
2798,h:3952,1,1,0
12068,h:26726,1,1,0
14307,h:7781,1,1,0
9409,h:12642,1,1,0
2017,h:19634,1,1,0
3129,h:2945,1,1,0
9545,h:37491,1,1,0
15330,h:869,1,1,0
1453,h:6924,1,1,0
18034,h:2959,1,1,0
4427,h:1505,1,1,0
12747,h:32177,1,1,0
15202,h:2211,1,1,0
13396,h:149,1,1,0
9511,h:12854,1,1,0
2963,h:16158,1,1,0
15886,h:26661,1,1,0
1258,h:29,1,1,0
4523,h:15146,1,1,0
12309,h:8957,1,1,0
16617,h:260,1,1,0
3471,h:25656,1,1,0
5173,h:914,1,1,0
12597,h:38296,1,1,0
7825,h:27749,1,1,0
4095,h:2592,1,1,0
13276,h:10198,1,1,0
6261,h:1479,1,1,0
17649,h:5516,1,1,0
12068,h:1129,1,1,0
7076,h:88,1,1,0
15280,h:20979,1,1,0
15369,h:5106,1,1,0
10234,h:27378,1,1,0
8390,h:24434,1,1,0
7779,h:2568,1,1,0
14624,h:1224,1,1,0
10629,h:515,1,1,0
10626,h:14205,1,1,0
11295,h:2325,1,1,0
416,h:249,1,1,0
4809,h:8458,1,1,0
6546,h:869,1,1,0
17145,h:32125,1,1,0
5282,h:8515,1,1,0
1331,h:1695,1,1,0
107,h:2344,1,1,0
8265,h:139,1,1,0
15180,h:32024,1,1,0
6682,h:362,1,1,0
9147,h:4660,1,1,0
9599,h:625,1,1,0
14268,h:3194,1,1,0
5055,h:2149,1,1,0
15316,h:22470,1,1,0
3747,h:3170,1,1,0
10245,h:97,1,1,0
13046,h:32206,1,1,0
9430,h:1960,1,1,0
9920,h:2360,1,1,0
10600,h:32581,1,1,0
8801,h:3657,1,1,0
9639,h:961,1,1,0
17435,h:235,1,1,0
6151,h:1372,1,1,0
16784,h:16521,1,1,0
276,h:4970,1,1,0
3544,h:11140,1,1,0
8724,h:28,1,1,0
14906,h:3917,1,1,0
13822,h:1926,1,1,0
16445,h:2271,1,1,0
13318,h:4933,1,1,0
8052,h:2334,1,1,0
9732,h:1992,1,1,0
7724,h:6068,1,1,0
9341,h:34408,1,1,0
14765,h:34,1,1,0
14732,h:158,1,1,0
6349,h:91,1,1,0
13966,h:40985,1,1,0
17776,h:443,1,1,0
9208,h:15070,1,1,0
5407,h:89,1,1,0
8987,h:3647,1,1,0
14430,h:20638,1,1,0
11109,h:5352,1,1,0
16260,h:6725,1,1,0
9023,h:36913,1,1,0
13489,h:4500,1,1,0
6601,h:1177,1,1,0
6385,h:7499,1,1,0
3672,h:734,1,1,0
16200,h:675,1,1,0
3488,h:168,1,1,0
13677,h:1382,1,1,0
6682,h:33546,1,1,0
1582,h:16934,1,1,0
7369,h:31478,1,1,0
11118,h:8511,1,1,0
12828,h:1513,1,1,0
5011,h:1250,1,1,0
7992,h:4014,1,1,0
10944,h:1856,1,1,0
7222,h:264,1,1,0
5649,h:25951,1,1,0
14704,h:143,1,1,0
7283,h:283,1,1,0
9085,h:86,1,1,0
9664,h:799,1,1,0
12827,h:27893,1,1,0
7530,h:9152,1,1,0
14145,h:1523,1,1,0
7218,h:20957,1,1,0
14904,h:36,1,1,0
79,h:1824,1,1,0
2321,h:0,1,1,0
12746,h:5619,1,1,0
14051,h:5718,1,1,0
15372,h:2214,1,1,0
10088,h:5,1,1,0
8011,h:148,1,1,0
12385,h:39923,1,1,0
16098,h:6791,1,1,0
3763,h:26830,1,1,0
1303,h:13768,1,1,0
2754,h:6798,1,1,0
12576,h:5,1,1,0
354,h:2023,1,1,0
6424,h:3797,1,1,0
1986,h:8675,1,1,0
13273,h:2544,1,1,0
12070,h:11783,1,1,0
12469,h:1056,1,1,0
16285,h:280,1,1,0
2543,h:823,1,1,0
64,h:1372,1,1,0
4837,h:16500,1,1,0
11976,h:235,1,1,0
5170,h:264,1,1,0
6646,h:4950,1,1,0
3074,h:1236,1,1,0
10456,h:4987,1,1,0
12348,h:39893,1,1,0
5489,h:1346,1,1,0
3307,h:9241,1,1,0
3623,h:7297,1,1,0
8814,h:32596,1,1,0
1583,h:16937,1,1,0
16444,h:7253,1,1,0
12514,h:39934,1,1,0
17174,h:2883,1,1,0
213,h:14,1,1,0
7521,h:12667,1,1,0
2207,h:444,1,1,0
9901,h:12800,1,1,0
6008,h:8909,1,1,0
13421,h:3063,1,1,0
4021,h:10824,1,1,0
17436,h:6728,1,1,0
10599,h:6206,1,1,0
8670,h:10415,1,1,0
13097,h:9957,1,1,0
4317,h:428,1,1,0
5879,h:6924,1,1,0
8093,h:1943,1,1,0
8771,h:102,1,1,0
11877,h:4200,1,1,0
7794,h:8980,1,1,0
3522,h:2380,1,1,0
2171,h:105,1,1,0
7960,h:8533,1,1,0
2116,h:846,1,1,0
8108,h:151,1,1,0
6661,h:1597,1,1,0
12721,h:150,1,1,0
16013,h:14412,1,1,0
4337,h:10469,1,1,0
11390,h:2430,1,1,0
4411,h:17456,1,1,0
204,h:249,1,1,0
766,h:4393,1,1,0
6956,h:9296,1,1,0
12924,h:6619,1,1,0
7646,h:30980,1,1,0
3951,h:768,1,1,0
2018,h:19636,1,1,0
15073,h:1011,1,1,0
1492,h:60,1,1,0
6948,h:6720,1,1,0
10223,h:4713,1,1,0
11529,h:319,1,1,0
13822,h:40922,1,1,0
151,h:3123,1,1,0
7669,h:2748,1,1,0
4082,h:249,1,1,0
17663,h:40069,1,1,0
16007,h:3976,1,1,0
4837,h:409,1,1,0
8541,h:850,1,1,0
2445,h:21684,1,1,0
11569,h:21668,1,1,0
11942,h:5763,1,1,0
12961,h:4852,1,1,0
7646,h:10182,1,1,0
7057,h:1030,1,1,0
15970,h:9626,1,1,0
9499,h:13435,1,1,0
15492,h:7005,1,1,0
16554,h:35999,1,1,0
5983,h:22820,1,1,0
2140,h:5751,1,1,0
2426,h:15289,1,1,0
10393,h:21523,1,1,0
15684,h:1770,1,1,0
3105,h:24434,1,1,0
10632,h:147,1,1,0
5654,h:23168,1,1,0
5654,h:1233,1,1,0
16831,h:1994,1,1,0
8599,h:31854,1,1,0
15792,h:2593,1,1,0
7057,h:2666,1,1,0
2893,h:5615,1,1,0
12227,h:37,1,1,0
3824,h:26980,1,1,0
15723,h:17573,1,1,0
2893,h:3448,1,1,0
1282,h:2545,1,1,0
15237,h:30428,1,1,0
15666,h:954,1,1,0
7208,h:23001,1,1,0
16815,h:3975,1,1,0
8160,h:2427,1,1,0
3212,h:1174,1,1,0
4707,h:29508,1,1,0
6758,h:1,1,1,0
13347,h:25962,1,1,0
6843,h:33975,1,1,0
10017,h:37926,1,1,0
10344,h:5763,1,1,0
7982,h:5517,1,1,0
4280,h:10569,1,1,0
2081,h:4390,1,1,0
5877,h:15613,1,1,0
8841,h:6036,1,1,0
9410,h:7754,1,1,0
12616,h:1753,1,1,0
1955,h:9605,1,1,0
2697,h:14088,1,1,0
3922,h:10676,1,1,0
17866,h:5206,1,1,0
11619,h:1219,1,1,0
11392,h:9735,1,1,0
3935,h:9017,1,1,0
4833,h:235,1,1,0
3165,h:8432,1,1,0
1914,h:18971,1,1,0
12039,h:35778,1,1,0
12730,h:40185,1,1,0
7891,h:260,1,1,0
18094,h:846,1,1,0
396,h:1551,1,1,0
10265,h:5208,1,1,0
72,h:1729,1,1,0
1770,h:18209,1,1,0
850,h:5571,1,1,0
11343,h:23833,1,1,0
6598,h:13581,1,1,0
13374,h:165,1,1,0
4746,h:13318,1,1,0
15348,h:41694,1,1,0
9800,h:37729,1,1,0
5362,h:9332,1,1,0
3658,h:12883,1,1,0
10614,h:1174,1,1,0
17534,h:36751,1,1,0
197,h:2228,1,1,0
9738,h:2360,1,1,0
4625,h:7615,1,1,0
8658,h:17116,1,1,0
17924,h:734,1,1,0
7940,h:22471,1,1,0
8637,h:1269,1,1,0
11747,h:1808,1,1,0
5207,h:30816,1,1,0
17389,h:32653,1,1,0
10344,h:17729,1,1,0
7956,h:6594,1,1,0
2458,h:428,1,1,0
10683,h:1307,1,1,0
8297,h:32829,1,1,0
17803,h:11180,1,1,0
15871,h:768,1,1,0
14228,h:20418,1,1,0
8673,h:6646,1,1,0
6387,h:165,1,1,0
2161,h:20451,1,1,0
5236,h:1177,1,1,0
15265,h:176,1,1,0
401,h:6459,1,1,0
1443,h:1217,1,1,0
14250,h:27975,1,1,0
8863,h:9935,1,1,0
3995,h:445,1,1,0
12929,h:15916,1,1,0
3539,h:966,1,1,0
3742,h:26744,1,1,0
8301,h:705,1,1,0
11698,h:7359,1,1,0
3935,h:20388,1,1,0
14812,h:4971,1,1,0
11462,h:120,1,1,0
9907,h:37844,1,1,0
811,h:10958,1,1,0
386,h:6332,1,1,0
2963,h:5352,1,1,0
6060,h:5044,1,1,0
10773,h:9200,1,1,0
17773,h:26485,1,1,0
1652,h:10517,1,1,0
13808,h:13681,1,1,0
11422,h:5986,1,1,0
12333,h:58,1,1,0
3736,h:6863,1,1,0
6484,h:18030,1,1,0
5265,h:2023,1,1,0
2794,h:2705,1,1,0
13896,h:7441,1,1,0
3197,h:7754,1,1,0
5326,h:17200,1,1,0
7437,h:34844,1,1,0
15667,h:28745,1,1,0
15781,h:721,1,1,0
17661,h:26420,1,1,0
6424,h:445,1,1,0
5453,h:31409,1,1,0
12928,h:1651,1,1,0
15782,h:19602,1,1,0
655,h:445,1,1,0
13792,h:2376,1,1,0
9935,h:2040,1,1,0
10235,h:283,1,1,0
17649,h:2613,1,1,0
15397,h:23682,1,1,0
15068,h:1768,1,1,0
9316,h:6160,1,1,0
8083,h:91,1,1,0
3020,h:5,1,1,0
17502,h:22817,1,1,0
8606,h:23605,1,1,0
12694,h:40145,1,1,0
15657,h:4444,1,1,0
9315,h:5696,1,1,0
5394,h:3340,1,1,0
5480,h:1644,1,1,0
4523,h:29011,1,1,0
2387,h:3122,1,1,0
13716,h:5049,1,1,0
764,h:3340,1,1,0
16797,h:1599,1,1,0
12959,h:40357,1,1,0
9965,h:2068,1,1,0
12249,h:13026,1,1,0
11688,h:516,1,1,0
16393,h:217,1,1,0
16783,h:27581,1,1,0
10056,h:37957,1,1,0
3389,h:7523,1,1,0
2641,h:22626,1,1,0
4633,h:692,1,1,0
10828,h:11595,1,1,0
17775,h:692,1,1,0
17258,h:34623,1,1,0
875,h:11621,1,1,0
18023,h:141,1,1,0
7952,h:371,1,1,0
4000,h:27491,1,1,0
913,h:3306,1,1,0
14932,h:446,1,1,0
7868,h:6206,1,1,0
14831,h:521,1,1,0
15897,h:10066,1,1,0
13449,h:424,1,1,0
9276,h:22213,1,1,0
6611,h:102,1,1,0
3411,h:2595,1,1,0
11925,h:26277,1,1,0
5728,h:1,1,1,0
3913,h:27175,1,1,0
8076,h:1706,1,1,0
13503,h:31818,1,1,0
664,h:1873,1,1,0
6760,h:768,1,1,0
2287,h:147,1,1,0
7096,h:18570,1,1,0
14270,h:1269,1,1,0
14580,h:692,1,1,0
3002,h:162,1,1,0
9692,h:196,1,1,0
17908,h:25014,1,1,0
832,h:5463,1,1,0
5844,h:32234,1,1,0
12628,h:35235,1,1,0
17579,h:142,1,1,0
6368,h:33182,1,1,0
13392,h:6619,1,1,0
4020,h:7514,1,1,0
10729,h:9940,1,1,0
17954,h:4604,1,1,0
13901,h:853,1,1,0
14275,h:5502,1,1,0
5895,h:29847,1,1,0
11280,h:1859,1,1,0
1599,h:7621,1,1,0
16542,h:359,1,1,0
6330,h:8164,1,1,0
13780,h:2268,1,1,0
8137,h:20076,1,1,0
15863,h:6228,1,1,0
12035,h:38678,1,1,0
17152,h:20611,1,1,0
14919,h:26075,1,1,0
1717,h:17817,1,1,0
2805,h:23116,1,1,0
9737,h:518,1,1,0
7001,h:1596,1,1,0
5573,h:936,1,1,0
11410,h:12873,1,1,0
16849,h:150,1,1,0
13853,h:20226,1,1,0
4894,h:30019,1,1,0
13336,h:22860,1,1,0
2849,h:4990,1,1,0
4869,h:1913,1,1,0
14441,h:17736,1,1,0
16887,h:20702,1,1,0
6392,h:264,1,1,0
422,h:6847,1,1,0
6871,h:2614,1,1,0
10859,h:7,1,1,0
7492,h:1600,1,1,0
13771,h:3354,1,1,0
10117,h:28968,1,1,0
3404,h:6068,1,1,0
17876,h:373,1,1,0
12684,h:19294,1,1,0
4917,h:7057,1,1,0
14068,h:7253,1,1,0
16731,h:15857,1,1,0
13308,h:14692,1,1,0
8457,h:5072,1,1,0
6054,h:4308,1,1,0
2954,h:217,1,1,0
108,h:2374,1,1,0
7262,h:8418,1,1,0
658,h:9744,1,1,0
7086,h:768,1,1,0
10153,h:768,1,1,0
3440,h:25550,1,1,0
13171,h:40476,1,1,0
14435,h:892,1,1,0
3662,h:1711,1,1,0
5259,h:3450,1,1,0
5140,h:21779,1,1,0
17429,h:2323,1,1,0
6569,h:740,1,1,0
7221,h:149,1,1,0
915,h:12016,1,1,0
7714,h:19736,1,1,0
11198,h:28386,1,1,0
15805,h:1235,1,1,0
1023,h:12857,1,1,0
16786,h:7003,1,1,0
13746,h:2730,1,1,0
12541,h:33528,1,1,0
11149,h:3030,1,1,0
7245,h:2558,1,1,0
1417,h:15869,1,1,0
5907,h:4072,1,1,0
567,h:587,1,1,0
7700,h:1647,1,1,0
9243,h:5714,1,1,0
2183,h:20555,1,1,0
1272,h:3098,1,1,0
7491,h:13985,1,1,0
16614,h:1177,1,1,0
5697,h:13981,1,1,0
350,h:1486,1,1,0
15957,h:3408,1,1,0
4830,h:260,1,1,0
17057,h:3685,1,1,0
149,h:1647,1,1,0
6912,h:10110,1,1,0
1451,h:16139,1,1,0
13508,h:35802,1,1,0
8758,h:257,1,1,0
5302,h:25515,1,1,0
12951,h:3340,1,1,0
9133,h:5395,1,1,0
9331,h:18099,1,1,0
17999,h:425,1,1,0
4407,h:9686,1,1,0
4757,h:10200,1,1,0
7948,h:8120,1,1,0
7185,h:265,1,1,0
1509,h:6614,1,1,0
14398,h:35570,1,1,0
10099,h:20203,1,1,0
9439,h:4884,1,1,0
4907,h:198,1,1,0
5809,h:10922,1,1,0
10296,h:17,1,1,0
4888,h:25361,1,1,0
15046,h:151,1,1,0
185,h:3604,1,1,0
15876,h:41982,1,1,0
2431,h:4266,1,1,0
13218,h:1209,1,1,0
6472,h:6446,1,1,0
7634,h:1117,1,1,0
15697,h:106,1,1,0
2884,h:3413,1,1,0
16310,h:246,1,1,0
11482,h:2976,1,1,0
7566,h:2134,1,1,0
17389,h:8415,1,1,0
18020,h:20556,1,1,0
6773,h:2976,1,1,0
10789,h:17843,1,1,0
17133,h:17446,1,1,0
5479,h:31457,1,1,0
3511,h:249,1,1,0
18024,h:1465,1,1,0
2275,h:149,1,1,0
15851,h:683,1,1,0
1600,h:9986,1,1,0
5631,h:21021,1,1,0
1201,h:14345,1,1,0
1914,h:18973,1,1,0
8513,h:30320,1,1,0
6390,h:7253,1,1,0
15155,h:3025,1,1,0
14792,h:3415,1,1,0
15649,h:22021,1,1,0
6702,h:18732,1,1,0
3295,h:16967,1,1,0
4345,h:3650,1,1,0
10888,h:2484,1,1,0
