userid,itemid,rating,day,hour,eps10,eps300,eps001
100007,h:1096113,1,d:4,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:3,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:3,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:1,d:20,d:1,d:1,d:1
100007,h:1096113,1,d:31,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:31,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:29,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:29,d:8,d:1,d:1,d:1
100007,h:1096113,1,d:28,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:27,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:26,d:19,d:1,d:1,d:1
100007,h:1096113,1,d:26,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:25,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:24,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:24,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:23,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:23,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:23,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:22,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:21,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:18,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:17,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:14,d:19,d:1,d:1,d:1
100007,h:1096113,1,d:13,d:23,d:1,d:1,d:1
100007,h:1096113,1,d:12,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:12,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:9,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:8,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:8,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:7,d:20,d:1,d:1,d:1
100007,h:1096113,1,d:6,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:5,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:5,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:4,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:1,d:20,d:1,d:1,d:1
100007,h:1096113,1,d:1,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:22,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:11,d:1,d:1,d:1
100025,h:73043,1,d:10,d:14,d:2,d:2,d:1
100025,h:156866,1,d:3,d:12,d:2,d:3,d:1
100025,h:156866,1,d:25,d:13,d:2,d:3,d:1
100025,h:156866,1,d:18,d:15,d:2,d:3,d:1
100025,h:73043,1,d:13,d:15,d:2,d:2,d:1
100025,h:156866,1,d:11,d:17,d:2,d:3,d:1
100025,h:73043,1,d:2,d:16,d:2,d:2,d:1
100025,h:156866,1,d:31,d:17,d:2,d:3,d:1
100025,h:156866,1,d:21,d:17,d:2,d:3,d:1
100025,h:73043,1,d:20,d:17,d:2,d:2,d:1
100025,h:156866,1,d:16,d:17,d:2,d:3,d:1
100025,h:156866,1,d:7,d:12,d:2,d:3,d:1
100025,h:156866,1,d:30,d:11,d:2,d:3,d:1
100025,h:73043,1,d:30,d:11,d:2,d:2,d:1
100025,h:156866,1,d:22,d:10,d:2,d:3,d:1
100025,h:73043,1,d:17,d:10,d:2,d:2,d:1
100025,h:156866,1,d:14,d:16,d:2,d:3,d:1
100025,h:73043,1,d:14,d:16,d:2,d:2,d:1
100025,h:156866,1,d:10,d:14,d:2,d:3,d:1
100025,h:73043,1,d:10,d:13,d:2,d:2,d:1
100025,h:156866,1,d:6,d:19,d:2,d:3,d:1
100025,h:73043,1,d:3,d:14,d:2,d:2,d:1
100025,h:73043,1,d:3,d:14,d:2,d:2,d:1
100025,h:156866,1,d:1,d:18,d:2,d:3,d:1
100025,h:156866,1,d:25,d:12,d:2,d:3,d:1
100025,h:156866,1,d:16,d:17,d:2,d:3,d:1
100025,h:156866,1,d:6,d:19,d:2,d:3,d:1
100025,h:156866,1,d:21,d:11,d:2,d:3,d:1
100025,h:156866,1,d:14,d:14,d:2,d:3,d:1
100025,h:73043,1,d:24,d:13,d:2,d:2,d:1
100025,h:156866,1,d:22,d:19,d:2,d:3,d:1
100025,h:156866,1,d:3,d:14,d:2,d:3,d:1
100025,h:73043,1,d:27,d:13,d:2,d:2,d:1
100025,h:156866,1,d:25,d:20,d:2,d:3,d:1
100025,h:73043,1,d:13,d:11,d:2,d:2,d:1
100025,h:156866,1,d:28,d:17,d:2,d:3,d:1
100025,h:73043,1,d:31,d:12,d:2,d:2,d:1
100025,h:73043,1,d:10,d:15,d:2,d:2,d:1
100025,h:156866,1,d:6,d:16,d:2,d:3,d:1
100174,h:839537,1,d:19,d:15,d:3,d:4,d:2
100174,h:839537,1,d:18,d:19,d:3,d:4,d:2
100174,h:839537,1,d:13,d:14,d:3,d:4,d:2
100174,h:839537,1,d:12,d:14,d:3,d:4,d:2
100174,h:839537,1,d:11,d:17,d:3,d:4,d:2
100174,h:839537,1,d:8,d:15,d:3,d:4,d:2
100174,h:839537,1,d:7,d:15,d:3,d:4,d:2
100174,h:839537,1,d:6,d:14,d:3,d:4,d:2
100174,h:839537,1,d:5,d:14,d:3,d:4,d:2
100174,h:839537,1,d:30,d:14,d:3,d:4,d:2
100174,h:839537,1,d:29,d:15,d:3,d:4,d:2
100174,h:839537,1,d:28,d:15,d:3,d:4,d:2
100174,h:839537,1,d:27,d:14,d:3,d:4,d:2
100174,h:839537,1,d:24,d:21,d:3,d:4,d:2
100174,h:839537,1,d:23,d:14,d:3,d:4,d:2
100174,h:839537,1,d:22,d:15,d:3,d:4,d:2
100174,h:839537,1,d:21,d:14,d:3,d:4,d:2
100174,h:839537,1,d:20,d:14,d:3,d:4,d:2
100174,h:839537,1,d:17,d:14,d:3,d:4,d:2
100174,h:839537,1,d:16,d:14,d:3,d:4,d:2
100174,h:839537,1,d:15,d:15,d:3,d:4,d:2
100174,h:839537,1,d:14,d:21,d:3,d:4,d:2
100174,h:839537,1,d:13,d:15,d:3,d:4,d:2
100174,h:839537,1,d:10,d:16,d:3,d:4,d:2
100174,h:839537,1,d:9,d:14,d:3,d:4,d:2
100174,h:839537,1,d:8,d:15,d:3,d:4,d:2
100174,h:839537,1,d:7,d:14,d:3,d:4,d:2
100174,h:839537,1,d:3,d:15,d:3,d:4,d:2
100174,h:839537,1,d:2,d:20,d:3,d:4,d:2
100174,h:839537,1,d:1,d:15,d:3,d:4,d:2
100174,h:839537,1,d:31,d:15,d:3,d:4,d:2
100174,h:839537,1,d:30,d:15,d:3,d:4,d:2
100174,h:839537,1,d:26,d:15,d:3,d:4,d:2
100174,h:839537,1,d:25,d:21,d:3,d:4,d:2
100174,h:839537,1,d:24,d:14,d:3,d:4,d:2
100174,h:839537,1,d:23,d:15,d:3,d:4,d:2
100174,h:839537,1,d:20,d:14,d:3,d:4,d:2
100174,h:839537,1,d:19,d:14,d:3,d:4,d:2
100174,h:839537,1,d:18,d:15,d:3,d:4,d:2
100174,h:839537,1,d:17,d:15,d:3,d:4,d:2
100174,h:839537,1,d:16,d:14,d:3,d:4,d:2
100174,h:839537,1,d:13,d:14,d:3,d:4,d:2
100174,h:839537,1,d:12,d:15,d:3,d:4,d:2
100174,h:839537,1,d:11,d:15,d:3,d:4,d:2
100174,h:839537,1,d:10,d:15,d:3,d:4,d:2
100174,h:839537,1,d:9,d:19,d:3,d:4,d:2
100174,h:839537,1,d:6,d:14,d:3,d:4,d:2
100174,h:839537,1,d:5,d:15,d:3,d:4,d:2
100174,h:839537,1,d:4,d:15,d:3,d:4,d:2
100174,h:839537,1,d:3,d:14,d:3,d:4,d:2
100174,h:839537,1,d:2,d:17,d:3,d:4,d:2
100174,h:839537,1,d:30,d:15,d:3,d:4,d:2
100174,h:839537,1,d:29,d:14,d:3,d:4,d:2
100174,h:839537,1,d:28,d:16,d:3,d:4,d:2
100174,h:839537,1,d:27,d:15,d:3,d:4,d:2
100174,h:839537,1,d:26,d:15,d:3,d:4,d:2
100174,h:839537,1,d:21,d:13,d:3,d:4,d:2
100174,h:839537,1,d:20,d:14,d:3,d:4,d:2
100174,h:839537,1,d:19,d:16,d:3,d:4,d:2
100174,h:839537,1,d:16,d:15,d:3,d:4,d:2
100174,h:839537,1,d:14,d:15,d:3,d:4,d:2
100174,h:839537,1,d:13,d:14,d:3,d:4,d:2
100174,h:839537,1,d:12,d:17,d:3,d:4,d:2
100174,h:839537,1,d:9,d:14,d:3,d:4,d:2
100174,h:839537,1,d:8,d:15,d:3,d:4,d:2
100174,h:839537,1,d:7,d:15,d:3,d:4,d:2
100174,h:839537,1,d:6,d:15,d:3,d:4,d:2
100174,h:839537,1,d:2,d:14,d:3,d:4,d:2
100174,h:839537,1,d:1,d:15,d:3,d:4,d:2
100174,h:839537,1,d:30,d:14,d:3,d:4,d:2
100174,h:839537,1,d:29,d:15,d:3,d:4,d:2
100174,h:839537,1,d:28,d:16,d:3,d:4,d:2
100174,h:839537,1,d:27,d:18,d:3,d:4,d:2
100174,h:839537,1,d:25,d:14,d:3,d:4,d:2
100174,h:839537,1,d:24,d:15,d:3,d:4,d:2
100174,h:839537,1,d:23,d:14,d:3,d:4,d:2
100174,h:839537,1,d:22,d:16,d:3,d:4,d:2
100174,h:839537,1,d:21,d:15,d:3,d:4,d:2
100174,h:839537,1,d:18,d:16,d:3,d:4,d:2
100174,h:839537,1,d:17,d:14,d:3,d:4,d:2
100174,h:839537,1,d:16,d:15,d:3,d:4,d:2
100174,h:839537,1,d:15,d:15,d:3,d:4,d:2
100174,h:839537,1,d:14,d:16,d:3,d:4,d:2
100174,h:839537,1,d:11,d:14,d:3,d:4,d:2
100174,h:839537,1,d:10,d:18,d:3,d:4,d:2
100174,h:839537,1,d:9,d:14,d:3,d:4,d:2
100174,h:839537,1,d:8,d:17,d:3,d:4,d:2
100174,h:839537,1,d:7,d:15,d:3,d:4,d:2
100174,h:839537,1,d:4,d:15,d:3,d:4,d:2
100174,h:839537,1,d:3,d:14,d:3,d:4,d:2
100174,h:839537,1,d:2,d:14,d:3,d:4,d:2
100174,h:839537,1,d:1,d:15,d:3,d:4,d:2
100174,h:839537,1,d:28,d:14,d:3,d:4,d:2
100174,h:839537,1,d:27,d:19,d:3,d:4,d:2
100174,h:839537,1,d:26,d:14,d:3,d:4,d:2
100174,h:839537,1,d:25,d:14,d:3,d:4,d:2
100174,h:839537,1,d:24,d:18,d:3,d:4,d:2
100174,h:839537,1,d:21,d:15,d:3,d:4,d:2
100174,h:839537,1,d:20,d:15,d:3,d:4,d:2
100174,h:839537,1,d:19,d:15,d:3,d:4,d:2
100174,h:839537,1,d:18,d:15,d:3,d:4,d:2
100174,h:839537,1,d:17,d:16,d:3,d:4,d:2
100174,h:839537,1,d:14,d:15,d:3,d:4,d:2
100174,h:839537,1,d:13,d:14,d:3,d:4,d:2
100174,h:839537,1,d:12,d:15,d:3,d:4,d:2
100174,h:839537,1,d:11,d:16,d:3,d:4,d:2
100174,h:839537,1,d:10,d:16,d:3,d:4,d:2
100174,h:839537,1,d:7,d:14,d:3,d:4,d:2
100174,h:839537,1,d:6,d:15,d:3,d:4,d:2
100174,h:839537,1,d:5,d:14,d:3,d:4,d:2
100174,h:839537,1,d:4,d:17,d:3,d:4,d:2
100174,h:839537,1,d:3,d:16,d:3,d:4,d:2
100174,h:839537,1,d:29,d:14,d:3,d:4,d:2
100174,h:839537,1,d:28,d:15,d:3,d:4,d:2
100174,h:839537,1,d:27,d:15,d:3,d:4,d:2
100174,h:839537,1,d:26,d:16,d:3,d:4,d:2
100174,h:839537,1,d:23,d:15,d:3,d:4,d:2
100174,h:839537,1,d:22,d:14,d:3,d:4,d:2
100174,h:839537,1,d:21,d:16,d:3,d:4,d:2
100174,h:839537,1,d:20,d:14,d:3,d:4,d:2
100174,h:839537,1,d:19,d:15,d:3,d:4,d:2
100174,h:839537,1,d:15,d:15,d:3,d:4,d:2
100174,h:839537,1,d:14,d:16,d:3,d:4,d:2
100174,h:839537,1,d:13,d:15,d:3,d:4,d:2
100174,h:839537,1,d:12,d:15,d:3,d:4,d:2
100174,h:839537,1,d:9,d:15,d:3,d:4,d:2
100174,h:839537,1,d:8,d:15,d:3,d:4,d:2
100174,h:839537,1,d:7,d:14,d:3,d:4,d:2
100174,h:839537,1,d:6,d:15,d:3,d:4,d:2
100174,h:839537,1,d:5,d:14,d:3,d:4,d:2
100365,h:609351,1,d:18,d:20,d:4,d:5,d:3
100365,h:609351,1,d:17,d:15,d:4,d:5,d:3
100365,h:609351,1,d:15,d:20,d:4,d:5,d:3
100365,h:609351,1,d:14,d:20,d:4,d:5,d:3
100365,h:609351,1,d:13,d:20,d:4,d:5,d:3
100365,h:609351,1,d:12,d:20,d:4,d:5,d:3
100365,h:609351,1,d:11,d:20,d:4,d:5,d:3
100365,h:609351,1,d:10,d:17,d:4,d:5,d:3
100365,h:609351,1,d:9,d:12,d:4,d:5,d:3
100365,h:609351,1,d:8,d:12,d:4,d:5,d:3
100365,h:609351,1,d:7,d:12,d:4,d:5,d:3
100365,h:609351,1,d:6,d:12,d:4,d:5,d:3
100365,h:609351,1,d:5,d:12,d:4,d:5,d:3
100365,h:609351,1,d:2,d:13,d:4,d:5,d:3
100365,h:609351,1,d:27,d:12,d:4,d:5,d:3
100365,h:609351,1,d:25,d:12,d:4,d:5,d:3
100365,h:609351,1,d:18,d:14,d:4,d:5,d:3
100365,h:609351,1,d:17,d:20,d:4,d:5,d:3
100365,h:609351,1,d:16,d:20,d:4,d:5,d:3
100365,h:609351,1,d:15,d:20,d:4,d:5,d:3
100365,h:609351,1,d:13,d:20,d:4,d:5,d:3
100365,h:609351,1,d:12,d:15,d:4,d:5,d:3
100365,h:609351,1,d:10,d:20,d:4,d:5,d:3
100365,h:609351,1,d:9,d:20,d:4,d:5,d:3
100365,h:609351,1,d:8,d:20,d:4,d:5,d:3
100365,h:609351,1,d:6,d:15,d:4,d:5,d:3
100365,h:609351,1,d:5,d:14,d:4,d:5,d:3
100365,h:609351,1,d:3,d:20,d:4,d:5,d:3
100365,h:609351,1,d:1,d:20,d:4,d:5,d:3
100365,h:609351,1,d:29,d:16,d:4,d:5,d:3
100365,h:609351,1,d:27,d:20,d:4,d:5,d:3
100365,h:609351,1,d:26,d:20,d:4,d:5,d:3
100365,h:609351,1,d:25,d:20,d:4,d:5,d:3
100365,h:609351,1,d:23,d:20,d:4,d:5,d:3
100365,h:609351,1,d:22,d:16,d:4,d:5,d:3
100365,h:609351,1,d:20,d:20,d:4,d:5,d:3
100365,h:609351,1,d:19,d:20,d:4,d:5,d:3
100365,h:609351,1,d:18,d:20,d:4,d:5,d:3
100365,h:609351,1,d:16,d:20,d:4,d:5,d:3
100365,h:609351,1,d:15,d:16,d:4,d:5,d:3
100365,h:609351,1,d:13,d:20,d:4,d:5,d:3
100365,h:609351,1,d:12,d:20,d:4,d:5,d:3
100365,h:609351,1,d:11,d:20,d:4,d:5,d:3
100365,h:609351,1,d:9,d:20,d:4,d:5,d:3
100365,h:609351,1,d:8,d:19,d:4,d:5,d:3
100365,h:609351,1,d:6,d:12,d:4,d:5,d:3
100365,h:609351,1,d:5,d:12,d:4,d:5,d:3
100365,h:609351,1,d:4,d:12,d:4,d:5,d:3
100365,h:609351,1,d:3,d:12,d:4,d:5,d:3
100365,h:609351,1,d:1,d:12,d:4,d:5,d:3
100365,h:609351,1,d:30,d:23,d:4,d:5,d:3
100365,h:609351,1,d:30,d:0,d:4,d:5,d:3
100365,h:609351,1,d:28,d:12,d:4,d:5,d:3
100365,h:609351,1,d:27,d:12,d:4,d:5,d:3
100365,h:609351,1,d:25,d:18,d:4,d:5,d:3
100365,h:609351,1,d:16,d:15,d:4,d:5,d:3
100365,h:609351,1,d:13,d:16,d:4,d:5,d:3
100365,h:609351,1,d:12,d:16,d:4,d:5,d:3
100365,h:609351,1,d:11,d:20,d:4,d:5,d:3
100365,h:609351,1,d:9,d:12,d:4,d:5,d:3
100365,h:609351,1,d:8,d:12,d:4,d:5,d:3
100365,h:609351,1,d:5,d:13,d:4,d:5,d:3
100365,h:609351,1,d:4,d:17,d:4,d:5,d:3
100365,h:609351,1,d:3,d:19,d:4,d:5,d:3
100365,h:609351,1,d:30,d:12,d:4,d:5,d:3
100365,h:609351,1,d:28,d:12,d:4,d:5,d:3
100365,h:609351,1,d:24,d:12,d:4,d:5,d:3
100365,h:609351,1,d:23,d:12,d:4,d:5,d:3
100365,h:609351,1,d:22,d:12,d:4,d:5,d:3
100365,h:609351,1,d:21,d:11,d:4,d:5,d:3
100365,h:609351,1,d:20,d:15,d:4,d:5,d:3
100365,h:609351,1,d:18,d:12,d:4,d:5,d:3
100365,h:609351,1,d:16,d:0,d:4,d:5,d:3
100365,h:609351,1,d:12,d:12,d:4,d:5,d:3
100365,h:609351,1,d:11,d:12,d:4,d:5,d:3
100365,h:609351,1,d:10,d:12,d:4,d:5,d:3
100365,h:609351,1,d:9,d:12,d:4,d:5,d:3
100365,h:609351,1,d:8,d:12,d:4,d:5,d:3
100365,h:609351,1,d:6,d:16,d:4,d:5,d:3
100365,h:609351,1,d:5,d:12,d:4,d:5,d:3
100365,h:609351,1,d:3,d:12,d:4,d:5,d:3
100365,h:609351,1,d:1,d:13,d:4,d:5,d:3
100365,h:609351,1,d:31,d:15,d:4,d:5,d:3
100365,h:609351,1,d:30,d:15,d:4,d:5,d:3
100365,h:609351,1,d:29,d:17,d:4,d:5,d:3
100365,h:609351,1,d:27,d:12,d:4,d:5,d:3
100365,h:609351,1,d:24,d:12,d:4,d:5,d:3
100365,h:609351,1,d:23,d:19,d:4,d:5,d:3
100365,h:609351,1,d:22,d:12,d:4,d:5,d:3
100365,h:609351,1,d:21,d:12,d:4,d:5,d:3
100365,h:609351,1,d:19,d:12,d:4,d:5,d:3
100365,h:609351,1,d:18,d:12,d:4,d:5,d:3
100365,h:609351,1,d:17,d:12,d:4,d:5,d:3
100365,h:609351,1,d:14,d:12,d:4,d:5,d:3
100365,h:609351,1,d:13,d:12,d:4,d:5,d:3
100365,h:609351,1,d:13,d:0,d:4,d:5,d:3
100365,h:609351,1,d:9,d:15,d:4,d:5,d:3
100365,h:609351,1,d:8,d:16,d:4,d:5,d:3
100365,h:609351,1,d:6,d:20,d:4,d:5,d:3
100365,h:609351,1,d:3,d:20,d:4,d:5,d:3
100365,h:609351,1,d:2,d:15,d:4,d:5,d:3
100365,h:609351,1,d:1,d:16,d:4,d:5,d:3
100365,h:609351,1,d:29,d:20,d:4,d:5,d:3
100365,h:609351,1,d:28,d:20,d:4,d:5,d:3
100365,h:609351,1,d:26,d:20,d:4,d:5,d:3
100365,h:609351,1,d:24,d:20,d:4,d:5,d:3
100365,h:609351,1,d:23,d:20,d:4,d:5,d:3
100365,h:609351,1,d:22,d:20,d:4,d:5,d:3
100365,h:609351,1,d:21,d:20,d:4,d:5,d:3
100365,h:609351,1,d:19,d:20,d:4,d:5,d:3
100365,h:609351,1,d:18,d:14,d:4,d:5,d:3
100365,h:609351,1,d:17,d:15,d:4,d:5,d:3
100365,h:609351,1,d:16,d:20,d:4,d:5,d:3
100365,h:609351,1,d:15,d:20,d:4,d:5,d:3
100365,h:609351,1,d:14,d:20,d:4,d:5,d:3
100365,h:609351,1,d:12,d:20,d:4,d:5,d:3
100365,h:609351,1,d:11,d:15,d:4,d:5,d:3
100365,h:609351,1,d:10,d:20,d:4,d:5,d:3
100365,h:609351,1,d:8,d:20,d:4,d:5,d:3
100365,h:609351,1,d:7,d:20,d:4,d:5,d:3
100365,h:609351,1,d:5,d:20,d:4,d:5,d:3
100365,h:609351,1,d:3,d:16,d:4,d:5,d:3
100365,h:609351,1,d:2,d:15,d:4,d:5,d:3
100365,h:609351,1,d:1,d:21,d:4,d:5,d:3
100365,h:609351,1,d:31,d:20,d:4,d:5,d:3
100365,h:609351,1,d:29,d:20,d:4,d:5,d:3
100365,h:609351,1,d:28,d:20,d:4,d:5,d:3
100365,h:609351,1,d:26,d:14,d:4,d:5,d:3
100365,h:609351,1,d:25,d:12,d:4,d:5,d:3
100365,h:609351,1,d:23,d:12,d:4,d:5,d:3
100365,h:609351,1,d:21,d:22,d:4,d:5,d:3
100365,h:609351,1,d:19,d:12,d:4,d:5,d:3
100365,h:609351,1,d:18,d:12,d:4,d:5,d:3
100365,h:609351,1,d:17,d:0,d:4,d:5,d:3
100365,h:609351,1,d:16,d:12,d:4,d:5,d:3
100365,h:609351,1,d:14,d:21,d:4,d:5,d:3
100365,h:609351,1,d:12,d:13,d:4,d:5,d:3
100365,h:609351,1,d:11,d:13,d:4,d:5,d:3
100365,h:609351,1,d:6,d:13,d:4,d:5,d:3
100365,h:609351,1,d:4,d:13,d:4,d:5,d:3
100365,h:609351,1,d:3,d:1,d:4,d:5,d:3
100470,h:66171,1,d:12,d:17,d:5,d:6,d:1
100470,h:66171,1,d:10,d:8,d:5,d:6,d:1
100524,h:55033,1,d:14,d:16,d:6,d:7,d:1
100524,h:87294,1,d:14,d:16,d:6,d:8,d:1
100524,h:55033,1,d:13,d:20,d:6,d:7,d:1
100524,h:55033,1,d:22,d:9,d:6,d:7,d:1
100524,h:55033,1,d:22,d:9,d:6,d:7,d:1
100524,h:55033,1,d:21,d:8,d:6,d:7,d:1
100524,h:55033,1,d:21,d:8,d:6,d:7,d:1
