userid,itemid,rating,band_id,music_genre,instrumental
245,h:aquela_unidade_2008_dj_drix_dj_cratera,1,d:40059,d:outro,d:1
245,h:puto_da_street_mais_uma_produa_a_o,1,d:39970,d:rap_hip_hop,d:1
245,h:tao_perto_mas_tao_longe,1,d:39243,d:r_b,d:1
245,h:brabo_rm_ma_kuze_kes_ata_papia,1,d:36888,d:rap_hip_hop,d:1
245,h:dj_dom_ft_kurd_maverick_calab_ria_2008,1,d:37761,d:electronica_dance,d:1
245,h:este_e_o_momento_the_manos_a_r,1,d:40158,d:outro,d:0
245,h:coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,1,d:37223,d:rap_hip_hop,d:0
245,h:ku_mi_nau,1,d:36224,d:rap_hip_hop,d:1
245,h:johnny_blaze_aleca_um_dia,1,d:43527,d:rap_hip_hop,d:0
245,h:mae_abandonada_200_8_mc_caramelo,1,d:43524,d:rap_hip_hop,d:1
245,h:digaz_feat_jo_yo_preconceito_social,1,d:36985,d:rap_hip_hop,d:0
245,h:young_blood_is_back,1,d:43143,d:rap_hip_hop,d:1
245,h:mc_miru_ft_mc_icelatino_sa_fuck_babilone,1,d:38506,d:rap_hip_hop,d:0
245,h:my_little_guide_star_ft_mind,1,d:39509,d:r_b,d:1
245,h:buraka_mix_part_2,1,d:39426,d:electronica_dance,d:1
245,h:ku_trance_2008,1,d:42805,d:outro,d:1
245,h:calabria_vs_rise_up_babylon_mix,1,d:39105,d:electronica_dance,d:1
245,h:welcome_ls,1,d:40811,d:rap_hip_hop,d:0
245,h:mc_babi_sente_enta_o,1,d:33887,d:rap_hip_hop,d:0
245,h:asher_ft_ruby_c_bomb_putos_di_ghetto,1,d:37127,d:rap_hip_hop,d:1
245,h:nos_vida_tchoras_e_zafa,1,d:40437,d:rap_hip_hop,d:0
245,h:brabo_no_mike_brincadeira,1,d:36888,d:rap_hip_hop,d:1
245,h:kaiman_mad_v_metaforico_e_babu_do_que_falo,1,d:36365,d:rap_hip_hop,d:1
245,h:vida_sabi,1,d:37252,d:rap_hip_hop,d:1
245,h:fuck_off_katchorras_canuca_ft_isek,1,d:37063,d:rap_hip_hop,d:1
245,h:beat_mafia_drunk_psy_mp3,1,d:39515,d:rap_hip_hop,d:1
245,h:sinto_me_ta_o_leve_2008,1,d:40849,d:rap_hip_hop,d:0
245,h:g_foxx_groupies_2007,1,d:40143,d:rap_hip_hop,d:1
245,h:double_r_boyz_dreams,1,d:37322,d:electronica_dance,d:1
245,h:fakes_i_reais,1,d:38712,d:rap_hip_hop,d:0
245,h:mafia_crew_a_toda_a_hora_tibaria,1,d:36406,d:rap_hip_hop,d:1
245,h:mc_babi_ft_spm_a_s_um_wack,1,d:33887,d:rap_hip_hop,d:0
245,h:sente_agora,1,d:36974,d:rap_hip_hop,d:1
245,h:piano_bass_beat_da_veiga_1,1,d:42337,d:rap_hip_hop,d:1
245,h:6_thefive_kutegash,1,d:37618,d:outro,d:1
245,h:bloco111_canti_gas_do_monte,1,d:43645,d:rap_hip_hop,d:1
245,h:p_unit_p_ivo_ft_kjr_dih_ak_viver_na_tuga_street_nology_p_unit_productionz_m_p3,1,d:37833,d:rap_hip_hop,d:1
245,h:o_meu_destino_2008,1,d:40811,d:rap_hip_hop,d:0
245,h:layah_ntk_ghetto_style,1,d:37623,d:rap_hip_hop,d:0
245,h:nidenidi_mc_miru_mc_icelatino_mc_skorpion_dread_lex_street_live,1,d:36790,d:rap_hip_hop,d:0
245,h:vida_injusta_1,1,d:39800,d:rap_hip_hop,d:0
245,h:dezabafo,1,d:42590,d:rap_hip_hop,d:1
245,h:so_sexy_babylon_mix,1,d:39105,d:electronica_dance,d:1
245,h:01_intro_mixtape_ideias_expressadas,1,d:38413,d:rap_hip_hop,d:0
245,h:a_vida_que_ele_escolheu,1,d:42590,d:rap_hip_hop,d:1
245,h:dj_djony_super_creu_aguentas_duvido,1,d:39556,d:outro,d:1
245,h:relaa_ao_chegou_ao_fim,1,d:36872,d:rap_hip_hop,d:1
245,h:piano_love_beat_inacabado_da_veiga,1,d:42337,d:rap_hip_hop,d:1
245,h:dih_o_rap_que_eu_falo_subraxblock,1,d:43921,d:rap_hip_hop,d:1
245,h:cypher_one_drc_querer_voltar_letra_drc,1,d:42928,d:outro,d:1
245,h:o_meu_lado_negro_mortex_2006_old_school_street_rimes,1,d:37729,d:rap_hip_hop,d:0
245,h:zbi_feat_jo_yo_digaz_old_family_1,1,d:7106,d:null,d:0
245,h:wng_mc_icelatino,1,d:38203,d:rap_hip_hop,d:0
245,h:sem_ti_ft_ntk_ikaruz_mind,1,d:43474,d:r_b,d:1
245,h:rock_this_party2007_baby_lon_remix,1,d:39105,d:electronica_dance,d:1
245,h:beatdrunkmafia_karkelobebado_mp3,1,d:39515,d:rap_hip_hop,d:1
245,h:dj_shark_kiza_ki_rabenta_kus_bo_f_t_dj_sticky,1,d:39426,d:electronica_dance,d:1
245,h:ntk_da_me_a_oportunidade_2007,1,d:37127,d:rap_hip_hop,d:0
245,h:kjr_raa_as,1,d:36792,d:rap_hip_hop,d:1
245,h:mc_ciganita_xungaria_falsificada,1,d:38028,d:rap_hip_hop,d:0
245,h:the_natural_of_sound,1,d:39255,d:electronica_dance,d:1
245,h:10_sem_ti_na_o_da_kutegash_ft_hm,1,d:37618,d:outro,d:1
245,h:jana_park_krew_disparo_rimas,1,d:38439,d:rap_hip_hop,d:0
245,h:que_sa_foda_o_resto_lirikal_brothers,1,d:38259,d:outro,d:1
245,h:e_de_partir_as_vossas_colunas,1,d:35050,d:outro,d:1
245,h:morgadex_friko_sirkill_dimen_new_infiltrado_puro_ataque_verbal_1,1,d:41685,d:rap_hip_hop,d:1
245,h:ca_bo_tchora,1,d:40570,d:rap_hip_hop,d:1
245,h:digaz_jo_yo_bela_adormecida_1,1,d:7106,d:null,d:0
245,h:dj_lil_thug_nta_amabu_remix_love_2008,1,d:39460,d:alternativa,d:1
245,h:puto_da_street_um_giro_pela_m_s_margem_sul,1,d:39970,d:rap_hip_hop,d:1
245,h:original_style_2_ntk_silva_ikaruz,1,d:41935,d:rap_hip_hop,d:0
245,h:casal_de_cambra_ft_bkt,1,d:36338,d:rap_hip_hop,d:0
245,h:hey_girl_ft_ntk,1,d:40811,d:rap_hip_hop,d:0
245,h:lil_thug_sound_production,1,d:39460,d:alternativa,d:1
245,h:o_nosso_guetto,1,d:42313,d:rap_hip_hop,d:1
245,h:criminal_g_sem_ti_na_o_da_vanessa,1,d:41915,d:rap_hip_hop,d:1
245,h:danito_ft_myth_jp_lagrimas_na_cara,1,d:35708,d:rap_hip_hop,d:0
245,h:01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,1,d:43371,d:outro,d:1
245,h:joe_if_i_was_your_man,1,d:42464,d:rap_hip_hop,d:1
245,h:a_para_ti,1,d:38041,d:rap_hip_hop,d:0
245,h:mentis_afro_a_s_disturpa_na_s_hista_ria,1,d:42978,d:rap_hip_hop,d:1
245,h:brabo_rm_ft_hugo_g_n0s_bairro,1,d:36888,d:rap_hip_hop,d:1
245,h:mc_sig_ft_putto_barra_am0r_infinit0,1,d:43581,d:rap_hip_hop,d:1
245,h:dih_feat_sa_raia_subras_block_eu_a_queria_caparica_ms,1,d:43921,d:rap_hip_hop,d:1
245,h:apara_ncia,1,d:39639,d:rap_hip_hop,d:0
245,h:mc_puto_lacost_e_akele_amor,1,d:39562,d:rap_hip_hop,d:1
245,h:interca_mbio,1,d:36974,d:rap_hip_hop,d:1
245,h:vem_ver_o_perigo,1,d:37594,d:rap_hip_hop,d:1
245,h:difusa_o_sonhos_de_menino,1,d:44070,d:rap_hip_hop,d:1
245,h:tetra_xg,1,d:37789,d:rap_hip_hop,d:0
245,h:sociedade_oculta_filipa_mc_babi_isolado,1,d:33887,d:rap_hip_hop,d:0
245,h:infiltrado_ft_inato_na_o_te_quero_perder,1,d:41685,d:rap_hip_hop,d:1
245,h:inato_ft_infiltrado_erros,1,d:42116,d:rap_hip_hop,d:1
245,h:funabtk_dj_xunxe_and_dj_douglas,1,d:42939,d:electronica_dance,d:1
245,h:o_erro_de_te_conhecer_2008,1,d:39243,d:r_b,d:1
245,h:11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista,1,d:43371,d:outro,d:1
245,h:street_killers_caparica_pesada_jc_records,1,d:38565,d:rap_hip_hop,d:0
245,h:akabaste_joker_g_prod_ck15_a_k_a_sebkys,1,d:43491,d:rap_hip_hop,d:1
245,h:mestres_de_cerimonias_bro_adg_d_tox,1,d:41587,d:rap_hip_hop,d:1
245,h:02_mudancas_mixtape_ideias_expressadas,1,d:38413,d:rap_hip_hop,d:0
245,h:papadocks_ft_mortex_nhela60_e_na_street,1,d:40873,d:rap_hip_hop,d:1
245,h:ha_mulheres_e_bitchies,1,d:37839,d:rap_hip_hop,d:1
245,h:mc_flavinho_dedicado_aos_especiais,1,d:44386,d:r_b,d:1
245,h:rest_in_peace_angel_ft_bg_nhela60_mariu_gs_killa_b,1,d:40873,d:rap_hip_hop,d:1
245,h:chucko_chucko_beat_2008_da_veiga,1,d:42337,d:rap_hip_hop,d:1
245,h:p_unit_puto_eu_dou_te_go_p_unit_productions,1,d:38952,d:rap_hip_hop,d:1
245,h:djiflow_tropaz_di_ghetto_krypt_que_venham_mais_100_iguais_a_ti,1,d:40778,d:rap_hip_hop,d:1
245,h:warning_power_tecnho,1,d:35411,d:electronica_dance,d:1
245,h:putos_di_cp_1a_produa_a_o,1,d:39970,d:rap_hip_hop,d:1
245,h:guitar_bass_beat_da_veiga,1,d:42337,d:rap_hip_hop,d:1
245,h:qualquer_cena,1,d:39421,d:rap_hip_hop,d:1
245,h:i_miss_u_so_much,1,d:40408,d:rap_hip_hop,d:1
245,h:lutadores_de_rua_vamos_curtir_a_night_2007,1,d:36956,d:rap_hip_hop,d:0
245,h:ja_me_fartei_rita_lopez,1,d:37165,d:outro,d:0
245,h:crazy_life_soulrhymes_ft_kamigue,1,d:36296,d:rap_hip_hop,d:1
245,h:zig_zag_remix,1,d:35411,d:electronica_dance,d:1
245,h:putas_de_norte_a_sul_a_sa_kengas_e_vakas_ft_spm_sil,1,d:40346,d:outro,d:1
245,h:bloco111_quase_perfeito,1,d:43645,d:rap_hip_hop,d:1
245,h:the_summer_is_coming,1,d:39255,d:electronica_dance,d:1
245,h:chyvi_dodu_na_bo,1,d:42416,d:outro,d:0
245,h:a_morte_pede_carona,1,d:41587,d:rap_hip_hop,d:1
245,h:tu_a_s_ta_o_linda,1,d:40408,d:rap_hip_hop,d:1
245,h:obsessive_dream,1,d:39255,d:electronica_dance,d:1
245,h:puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,1,d:37729,d:rap_hip_hop,d:0
245,h:sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca,1,d:35419,d:rap_hip_hop,d:1
245,h:xoye_txara_feat_jo_yo_rimas_e_flow,1,d:7106,d:null,d:0
245,h:as_portas_do_inferno_a_morte,1,d:36406,d:rap_hip_hop,d:1
245,h:so_quero_voltar_a_ter,1,d:39639,d:rap_hip_hop,d:0
245,h:snipers,1,d:37839,d:rap_hip_hop,d:1
245,h:naar_de_top_ft_bsf,1,d:36296,d:rap_hip_hop,d:1
245,h:parazaa_r_music_mix,1,d:35411,d:electronica_dance,d:1
245,h:beat_paino_acapella_tupac,1,d:41441,d:rap_hip_hop,d:1
245,h:beleza_artificial_com_ba_nus_sam_the_kid,1,d:39984,d:rap_hip_hop,d:0
245,h:brincomos_com_as_palavras,1,d:36237,d:rap_hip_hop,d:1
245,h:azteka_ft_lyrisista_assim_que_fazem_os_puros,1,d:38025,d:outro,d:1
245,h:xoye_txara_feat_jo_yo_caminho_livre,1,d:7106,d:null,d:0
245,h:o_nosso_sentimento_pra_as_noxas_damas_ft_putokiler_puto_mc,1,d:40346,d:outro,d:1
245,h:house_yeah_hot_summer_da_veiga,1,d:42337,d:rap_hip_hop,d:1
245,h:kuando_te_konhesi_mc_jorge_2008,1,d:39057,d:rap_hip_hop,d:1
245,h:pseudo_mcs_ft_bonus,1,d:39984,d:rap_hip_hop,d:0
245,h:intro_bombastick_2008_toppo_feat_thug,1,d:36872,d:rap_hip_hop,d:1
245,h:relikias_ft_mcbboy_amizade_ou_falsidade_2oo8,1,d:41077,d:rap_hip_hop,d:0
245,h:mafia_crew_kat_m_1,1,d:38041,d:rap_hip_hop,d:0
245,h:drix_ta_loucooo_2008_dj_drix,1,d:40059,d:outro,d:1
245,h:kenny_g_minha_princesa_enova_a_ao2007,1,d:40143,d:rap_hip_hop,d:1
245,h:kutegash_can_you,1,d:37618,d:outro,d:0
245,h:g_don_ft_nga_jantes_no_meu_carro_prod_nga,1,d:44211,d:rap_hip_hop,d:1
245,h:sinto_a_tua_falta_2,1,d:38259,d:outro,d:1
245,h:cenas_da_vida_ft_spm_ft_shouz_mc_babi,1,d:40346,d:outro,d:1
245,h:master_m_amizade,1,d:34807,d:rap_hip_hop,d:0
245,h:dj_dom_kasmire,1,d:37761,d:electronica_dance,d:1
245,h:putos_di_cp_nossas_vidas,1,d:39970,d:rap_hip_hop,d:1
245,h:somos_soldados_unidos,1,d:38025,d:outro,d:1
245,h:vem_pa_pa_de_mim,1,d:40811,d:rap_hip_hop,d:1
245,h:puto_d_featuring_caminhante,1,d:39670,d:rap_hip_hop,d:0
245,h:p_mike_ft_inato_desilusa_o,1,d:42116,d:rap_hip_hop,d:1
245,h:keimar_o_kaya,1,d:37252,d:rap_hip_hop,d:1
245,h:levanta_a_cabea_a_1,1,d:41685,d:rap_hip_hop,d:1
245,h:brabo_rm_ft_suicide_prophecy_a_s_podi_fala,1,d:36888,d:rap_hip_hop,d:1
245,h:vocee_ta_bravo_2008_dj_drix,1,d:40059,d:outro,d:1
245,h:dancing_in_the_night_hb_production_vol_2,1,d:35411,d:electronica_dance,d:1
245,h:capta_mr_by,1,d:41552,d:rap_hip_hop,d:1
245,h:bloco111_thug_b111_levanta_a_cabea_a_thug,1,d:43645,d:rap_hip_hop,d:0
245,h:blekan_deka_ft_dem_boyz_azteka_thug_live,1,d:38025,d:outro,d:1
245,h:jay_c_vamos_mudar,1,d:41220,d:rap_hip_hop,d:1
245,h:spin_city_fusion,1,d:39255,d:electronica_dance,d:1
245,h:manda_boka_masterkillah_feat_donnel_street,1,d:40548,d:rap_hip_hop,d:1
245,h:abre_os_olhos_1,1,d:36974,d:rap_hip_hop,d:1
245,h:mc_icelatino_feat_mc_mastah_rimas_fortes,1,d:38506,d:rap_hip_hop,d:0
245,h:fds_drc_amar_te_para_sempre_1,1,d:42928,d:outro,d:1
245,h:i_will_be_waiting_for_you_kiza_remix_dj_shark,1,d:39426,d:electronica_dance,d:1
245,h:mc_babi_quero_fazer_te_feliz,1,d:33887,d:rap_hip_hop,d:0
245,h:dj_dom_fuck_over_up,1,d:37761,d:electronica_dance,d:1
245,h:amizade_verdadeira_feat_katy,1,d:40704,d:rap_hip_hop,d:0
245,h:tick_tack,1,d:42805,d:outro,d:1
245,h:parabens_toppo_gigio_pela_tua_desgraa_a,1,d:41685,d:rap_hip_hop,d:1
245,h:rap_da_verdade_ft_infiltrado,1,d:37594,d:rap_hip_hop,d:1
245,h:falsos,1,d:36872,d:rap_hip_hop,d:1
245,h:joker_74_buehcys_quero_te_perder,1,d:38594,d:rap_hip_hop,d:0
245,h:dj_afs_r_p_bocage,1,d:40158,d:outro,d:0
245,h:em_cada_canto_do_meu_mundo,1,d:39639,d:rap_hip_hop,d:0
245,h:rap_kings_ft_dem_boyz,1,d:41157,d:rap_hip_hop,d:0
245,h:criminal_g_jc_ft_pastor_na_o_temos_de_provar_jc_records,1,d:36402,d:rap_hip_hop,d:1
245,h:o_guetto_faz_a_fora_a,1,d:42464,d:rap_hip_hop,d:1
245,h:ca_zar_amon_chakal_sente,1,d:38562,d:rap_hip_hop,d:1
245,h:guerra_fria_parte_2,1,d:38259,d:outro,d:1
245,h:historia_um_pequeno_rapaz_beto_di_guetto,1,d:39628,d:pop,d:0
245,h:bcc_marko_ft_nuno_pikas_nova_coneccao,1,d:44380,d:rap_hip_hop,d:1
245,h:buraka_vs_antoine_clamaran_babylon_remix,1,d:39105,d:electronica_dance,d:1
245,h:jogo_de_prazer_novembro_2008,1,d:43923,d:rap_hip_hop,d:1
245,h:dj_shark_dana_a_dana_a_remix_ft_ddr_red_chicas,1,d:39426,d:electronica_dance,d:1
245,h:tuh_es_o_meu_amor_tu_es_a_minha_vida,1,d:39057,d:rap_hip_hop,d:1
245,h:mentis_afro_koka_dhomi_2008,1,d:42978,d:rap_hip_hop,d:1
245,h:dor,1,d:41019,d:rap_hip_hop,d:1
245,h:promessas_em_vao_mc_caramelo_ft_mc_strange_girl,1,d:43524,d:rap_hip_hop,d:1
245,h:pensamento_em_rolamento_beat_da_veiga,1,d:42337,d:rap_hip_hop,d:1
245,h:crioulo_mc_na_zona_sem_fundo,1,d:40246,d:rap_hip_hop,d:0
245,h:dj_rayl_revolua_a_o_lirical,1,d:38382,d:rap_hip_hop,d:1
245,h:tu_sabes_1,1,d:39976,d:rap_hip_hop,d:1
245,h:sakesar_alma_gemea,1,d:39921,d:rap_hip_hop,d:1
245,h:duoelo_bimbos_formatados_prod_intakto,1,d:34860,d:rap_hip_hop,d:0
245,h:dicas_da_vida,1,d:42590,d:rap_hip_hop,d:1
245,h:sempre_o_mesmo_2,1,d:38146,d:rap_hip_hop,d:0
245,h:ranhola_ft_patel_e_mauro_e_wilson_fuck_g_squad,1,d:39772,d:rap_hip_hop,d:1
245,h:a_sa_s_com_a_nostalgia,1,d:35568,d:outro,d:0
245,h:kenny_g_a_minha_desillusao_2007,1,d:40143,d:rap_hip_hop,d:1
245,h:pedra_filosofal_ft_lilfamily,1,d:36338,d:rap_hip_hop,d:0
245,h:sintomas,1,d:37917,d:rap_hip_hop,d:0
245,h:verbal_soldiers_ft_ghetto_shadows_porqua_deus,1,d:34053,d:rap_hip_hop,d:0
245,h:beatmafiacrew_mafiazzzz_mp3,1,d:39515,d:rap_hip_hop,d:1
245,h:o_rap_a_isto,1,d:41587,d:rap_hip_hop,d:1
245,h:porque_o_tempo_passa,1,d:38444,d:rap_hip_hop,d:0
245,h:7_para_ti_amigo_kutegash,1,d:37618,d:outro,d:0
245,h:kutegash_porque_nao_mudas_por_mim,1,d:37618,d:outro,d:1
245,h:patinhas_flauta_gospel_da_veiga,1,d:42337,d:rap_hip_hop,d:1
245,h:hga_es_akela,1,d:38987,d:rap_hip_hop,d:0
245,h:dj_pak_shine_on_r_i_o_tribal_sound_remix_2008,1,d:38038,d:electronica_dance,d:1
245,h:soa_falas_mal_novembro_2008,1,d:43923,d:rap_hip_hop,d:0
245,h:mafia_crew_intervencao,1,d:38041,d:rap_hip_hop,d:0
245,h:aquele_que,1,d:41935,d:rap_hip_hop,d:0
245,h:sinceramente_diss_toppo,1,d:41685,d:rap_hip_hop,d:1
245,h:da_pa_dodo,1,d:34756,d:rap_hip_hop,d:0
245,h:na_street_facam_clic,1,d:36605,d:rap_hip_hop,d:1
245,h:rds5_ju_ft_mrk_um_dia_tudo_mudou,1,d:39243,d:r_b,d:1
245,h:o_nosso_amor_ft_don_sebkys,1,d:42759,d:r_b,d:1
245,h:digaz_jo_yo_bela_adormecida,1,d:36985,d:rap_hip_hop,d:0
245,h:novidade_2008_dj_cratera_dj_drix,1,d:40059,d:outro,d:1
245,h:puto_da_street_ft_mc_amaro_coneca_a_o_cp_bairro_padre_cruz_a_k_a_bpc,1,d:39970,d:rap_hip_hop,d:1
245,h:se_amanha,1,d:35568,d:outro,d:0
245,h:arte_urbana_ft_anjo_mrk,1,d:40346,d:outro,d:1
245,h:timas_one_love_pa_nhas_rapaz,1,d:41526,d:rap_hip_hop,d:1
245,h:jordin_chris_brown,1,d:42464,d:rap_hip_hop,d:1
245,h:estiga_para_o_pernas,1,d:39754,d:rap_hip_hop,d:0
245,h:sabes_onde_estou_kizomba_mix,1,d:35411,d:electronica_dance,d:1
245,h:dinheiro_pa_surviva_dasulla_ft_pof,1,d:41583,d:rap_hip_hop,d:1
245,h:baby_toca,1,d:36237,d:rap_hip_hop,d:1
245,h:ja_nao_voltam_ft_positive,1,d:34019,d:outro,d:1
245,h:dexan_fala_98,1,d:40437,d:rap_hip_hop,d:0
245,h:diurna_azteka_shadow_nigga_improviso,1,d:38025,d:outro,d:1
245,h:p_unit_sorriso_ft_puto_ivo_ft_kjr_sob_mira_p_unit_productions,1,d:36792,d:rap_hip_hop,d:1
245,h:dj_boda_muinto_forte,1,d:37988,d:alternativa,d:1
245,h:puto_da_street_a_mais_um_dia,1,d:39970,d:rap_hip_hop,d:1
245,h:dj_shark_tem_cuidado_ft_kintrix,1,d:39426,d:electronica_dance,d:1
245,h:a_vida_a_bela,1,d:40408,d:rap_hip_hop,d:1
